BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,913704.71,276044.48
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,913704.71,276044.48
B001295,2019 HON. MIKE BOST,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10449.99,6616.66
B001295,2019 HON. MIKE BOST,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10449.99,6616.66
B001295,2019 HON. MIKE BOST,INTERN ALLOWANCES,OFFICE TOTALS:,10449.99,6616.66
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17198.14,3775.09
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,668374.98,218079.16
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30563.78,14352.82
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,104963.63,40369.6
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,31150.23,7381.81
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,46255.8,14233.25
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,41502.85,10374.17
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5595,5595
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,945604.41,314160.9
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,945604.41,314160.9
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,828.32,337.53
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,681984.54,248805.55
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,41033,18958.88
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,66592.3,22537.2
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2123.49,1583.99
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35378.08,12369.84
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17623.05,3890.84
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3927.34,669
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,849490.12,309152.83
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,849490.12,309152.83
B000755,2019 HON. KEVIN BRADY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13396.66,9153.32
B000755,2019 HON. KEVIN BRADY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13396.66,9153.32
B000755,2019 HON. KEVIN BRADY,INTERN ALLOWANCES,OFFICE TOTALS:,13396.66,9153.32
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3879.63,1592.98
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,638619.43,230400.03
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31805.66,16937.77
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,65080.43,23879.72
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4956.52,2353.68
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30886,10312
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22133.32,14929.43
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7240.07,2068.7
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,804601.06,302474.31
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,804601.06,302474.31
B001308,2019 HON. ANTHONY BRINDISI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3841.22,3841.22
B001308,2019 HON. ANTHONY BRINDISI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3841.22,3841.22
B001308,2019 HON. ANTHONY BRINDISI,INTERN ALLOWANCES,OFFICE TOTALS:,3841.22,3841.22
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1143.13,575.9
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,729354.62,244331.73
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45717.76,13465
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,61967.46,16451.9
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6220.83,4287.13
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15455,5285
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14507.28,1491.08
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1410,470
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,875776.08,286357.74
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,875776.08,286357.74
B001274,2019 HON. MO BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17600.01,8433.34
B001274,2019 HON. MO BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17600.01,8433.34
B001274,2019 HON. MO BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,17600.01,8433.34
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2089.69,866.89
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,750753.61,267704.92
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33859.11,9535.91
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50569.02,17243.05
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2817.94,2021.49
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23565.2,6831.82
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24943.92,1145.14
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4609.3,1428
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,893207.79,306777.22
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,893207.79,306777.22
B001284,2019 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10056.67,6516.67
B001284,2019 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10056.67,6516.67
B001284,2019 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,10056.67,6516.67
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1550.8,161.23
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,661356.87,209209.69
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4743.29,3260.47
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,60431.74,21472.36
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6513.99,5179.64
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30735,10380
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22309.53,3675.36
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3409,648
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,791050.22,253986.75
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,791050.22,253986.75
B001304,2019 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14905.33,10524.66
B001304,2019 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14905.33,10524.66
B001304,2019 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,OFFICE TOTALS:,14905.33,10524.66
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1126.75,1200.69
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,661356.62,219665.22
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34861.58,13944.22
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59390.1,22789.68
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2838,348.75
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27776.87,10306.87
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13704.46,3068.86
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3534.56,1635.56
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,804588.94,272959.85
B001285,2019 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,804588.94,272959.85
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23780.29,11988.93
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,688740.06,234660.99
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19177.13,3179.84
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,80295.22,26022.47
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25676.77,11805.4
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37027.6,12090.75
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8915.14,3171.72
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2319.74,630
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,885931.95,303550.1
B001260,2019 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,885931.95,303550.1
B001260,2019 HON. VERN BUCHANAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13579.98,8146.65
B001260,2019 HON. VERN BUCHANAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13579.98,8146.65
B001260,2019 HON. VERN BUCHANAN,INTERN ALLOWANCES,OFFICE TOTALS:,13579.98,8146.65
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,478.39,489.22
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,586905.83,195224.24
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,59961.82,25708.05
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49505.01,17546.65
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1632.3,77.2
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30870.99,10287
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5629.91,1627.15
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3419.02,1275.53
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,738403.27,252235.04
B001297,2019 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,738403.27,252235.04
B001297,2019 HON. KEN BUCK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5716.62,3268.18
B001297,2019 HON. KEN BUCK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5716.62,3268.18
B001297,2019 HON. KEN BUCK,INTERN ALLOWANCES,OFFICE TOTALS:,5716.62,3268.18
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21952.52,20984.44
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,649775.98,209744.43
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,49963.42,22952.98
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,64077.14,22890.21
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23653.26,23025.66
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19665.95,6794
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4694.04,1363.06
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3643.15,2577.55
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,837425.46,310332.33
B001275,2019 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,837425.46,310332.33
B001275,2019 HON. LARRY BUCSHON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4233.33,2866.66
B001275,2019 HON. LARRY BUCSHON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4233.33,2866.66
B001275,2019 HON. LARRY BUCSHON,INTERN ALLOWANCES,OFFICE TOTALS:,4233.33,2866.66
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,27253.2,2095.23
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,634762.58,195405.56
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34603.18,7713.37
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,61724.02,17111.43
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,61929.52,18812.18
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39245,15065
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24112.06,3128.81
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1536,411
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,885165.56,259742.58
B001305,2019 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,885165.56,259742.58
B001305,2019 HON. TED BUDD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9449.17,5191.25
B001305,2019 HON. TED BUDD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9449.17,5191.25
B001305,2019 HON. TED BUDD,INTERN ALLOWANCES,OFFICE TOTALS:,9449.17,5191.25
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2653.25,1168.99
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,644414.08,226133.4
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32243.96,10316.95
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52687.72,17815.01
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2450.49,561.28
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30541.92,7269.93
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25141.57,14034.52
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,25639.92,6087.93
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,815772.91,283388.01
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,815772.91,283388.01
B001309,2019 HON. TIM BURCHETT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3880,2480
B001309,2019 HON. TIM BURCHETT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3880,2480
B001309,2019 HON. TIM BURCHETT,INTERN ALLOWANCES,OFFICE TOTALS:,3880,2480
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2244.16,765.21
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,716477.57,252855.49
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38501.3,19078.54
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,26.6,0
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49805.38,19095.07
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1456.5,886.63
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35401,12264
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9111.8,4382.75
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2283.54,778.5
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,855307.85,310106.19
B001248,2019 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,855307.85,310106.19
B001248,2019 HON. MICHAEL C. BURGESS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5240.83,4020
B001248,2019 HON. MICHAEL C. BURGESS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5240.83,4020
B001248,2019 HON. MICHAEL C. BURGESS,INTERN ALLOWANCES,OFFICE TOTALS:,5240.83,4020
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2859.32,764.15
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,716021.84,232396.71
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,36024.61,7065.6
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,67659.99,24618.05
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6714.05,2332.15
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,51655.9,14073.8
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11344.54,5326.85
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7027.75,1616.33
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,899308,288193.64
B001286,2019 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,899308,288193.64
B001286,2019 HON. CHERI BUSTOS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1620,1620
B001286,2019 HON. CHERI BUSTOS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1620,1620
B001286,2019 HON. CHERI BUSTOS,INTERN ALLOWANCES,OFFICE TOTALS:,1620,1620
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,506.45,288.41
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,710319.65,240697.75
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40670.12,17341.44
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59717.45,23477.19
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2013.36,310.36
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27594.66,10630.7
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16550.09,12163.88
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3881.81,2518.85
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,861253.59,307428.58
B001251,2019 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,861253.59,307428.58
B001251,2019 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7920,3000
B001251,2019 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7920,3000
B001251,2019 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,OFFICE TOTALS:,7920,3000
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,10980.99,4914.15
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,720862.39,261815.59
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27986.04,8490.81
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84115.81,28000.5
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2378.21,1525.81
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20894.22,5786.82
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21745.25,2277.94
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4344.66,2711.03
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,893307.57,315522.65
B001289,2019 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,893307.57,315522.65
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13788.28,5348.16
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,651285.81,217514.69
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,68915.74,20629.04
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52727.51,15635.48
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,19638.47,9923.75
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,36690,10530
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11931.01,3641.94
C000059,2019 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3528,1176
