BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44584.78,27085.13
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,964.7,692.06
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8625,5175
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6770.9,5069.69
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1589.8,792.4
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,482636.88,252513.91
A000369,2018 HON. MARK E. AMODEI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,482636.88,252513.91
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18179.42,18015.22
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,380333.37,205485.09
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28295.37,14028.16
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40401.31,27834.48
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,24924.12,24033.02
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10074.63,6345
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6770.81,3978.18
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1572,786
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,510551.03,300505.15
A000375,2018 HON. JODEY C. ARRINGTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,510551.03,300505.15
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1780.72,1496.71
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,468227.38,242166.09
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33168.02,22826.85
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,293.44,293.44
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22469.86,14108.29
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,345.7,0
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22948.67,12169.66
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8531.88,4073.26
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2537.98,360
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,560303.65,297494.3
B001291,2018 HON. BRIAN BABIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,560303.65,297494.3
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,748.17,446.54
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,463440.83,235524.16
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17052.86,13646.01
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38641.84,25036.89
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1697.73,1402.43
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16867.45,10098.45
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10887.23,6877.74
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2131.6,1232.48
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,551467.71,294264.7
B001298,2018 HON. DON BACON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,551467.71,294264.7
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,29234.16,1578.85
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,464397.22,237291.67
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18861.59,14943.77
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24062.14,13090.52
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,28400.36,3476.4
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34245.77,20878.29
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5898.35,3821.97
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2235.38,1637.69
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,607334.97,296719.16
B001299,2018 HON. JIM BANKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,607334.97,296719.16
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,9284.3,1618.73
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,458629.12,225746.08
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8395.26,6181.78
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52319.82,33905.24
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2865.17,2076.39
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13852.79,6641.88
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,962.19,172.1
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2376.18,1188.09
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,548684.83,277530.29
B001269,2018 HON. LOU BARLETTA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,548684.83,277530.29
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,52932.61,1941.02
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,429936.66,220266.67
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20758.54,12919.41
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47840.45,24000.88
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33913.33,678.97
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12459.87,8094
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3288.43,2171.15
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176,588
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,602305.89,270660.1
B001282,2018 HON. ANDY BARR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,602305.89,270660.1
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,28071.92,27507.66
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,445862.59,229209.78
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25643.5,17491.35
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27629.76,17325.19
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16005.98,3078.43
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10624.99,6055
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18839.63,10386.6
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2610.12,885
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,575288.49,311939.01
B001300,2018 HON. NANETTE DIAZ BARRAGAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,575288.49,311939.01
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,90.12,19.14
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,521806.42,262205.49
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22480.22,12900.48
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47203.11,25546.99
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,119.85,0
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11254.63,7370.63
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5842.4,2502.66
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,150,75
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,608946.75,310620.39
B000213,2018 HON. JOE BARTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,608946.75,310620.39
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6090.11,4223.35
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,474953.28,245224.98
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28811.69,23535.36
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62850.62,33464.83
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10906.31,3964.05
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14204.66,8615
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22129.9,17238.29
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,900,450
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,620846.57,336715.86
B001270,2018 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,620846.57,336715.86
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2849.44,2163.16
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,428286.2,226291.71
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10259.14,6342.32
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50411.19,34881.63
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13804.98,12013.6
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11422.71,6689.64
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21344.22,13104.85
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,603,301.5
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,538980.88,301788.41
B001281,2018 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,538980.88,301788.41
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26546.83,20328.61
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,440533.33,214038.96
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15902.29,11774.18
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48704.53,30418.83
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25213.81,12450.37
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8925,5355
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1801.92,976.81
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2093.76,935.01
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,569721.47,296277.77
B001287,2018 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,569721.47,296277.77
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,121038.96,97209.73
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,387532.63,197972.18
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33610.37,19672.4
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23145.33,13380.25
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,99895.58,66906.4
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9525,5655
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2819.74,1891.93
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2382.99,1079.07
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,679950.6,403766.96
B001301,2018 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,679950.6,403766.96
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,79.07,97.5
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,442235.51,222297.2
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,372.94,137.16
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36927.73,23880.26
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,380.5,340.5
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9700.5,6025.5
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5587.57,1672.54
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,498,249
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,495781.82,254699.66
B001292,2018 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,495781.82,254699.66
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,77364.29,57585.73
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,396031.23,209766.66
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20974.48,10313.8
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48874.55,27176.67
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,83274.78,65592.7
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10398.62,6528.62
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2766.18,1600.12
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1443.42,721.71
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,641127.55,379286.01
B001302,2018 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,641127.55,379286.01
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,41368.27,706.73
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,445705.75,227711.09
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30172.48,18976.36
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62811.04,46485.1
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10153.2,9941.7
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11857.5,6210
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12467.82,4911.93
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2610.36,1155.18
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,617146.42,316098.09
B001257,2018 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,617146.42,316098.09
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,86305.13,35824.12
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,398282.87,206336.48
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18933.24,8757.11
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25980.64,15306.86
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,63013.35,44019.9
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9300,5580
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17353.01,15990.51
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1800,900
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,620968.24,332714.98
B001293,2018 HON. MIKE BISHOP,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,620968.24,332714.98
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,196.3,574.16
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,388173.89,197537.82
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31206.24,24612.2
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24919.74,15763.25
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,328.6,298.65
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17415.06,8700.03
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1357.02,1339.75
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,942,471
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,464538.85,249296.86
B001250,2018 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,464538.85,249296.86
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,222.87,223.6
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,467863.22,238327.91
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30650.28,18469.32
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54157.79,32356.75
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2277.88,885.93
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16110,8040
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6870.13,2350.63
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2862.44,1372.8
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,581014.61,302026.94
B000490,2018 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,581014.61,302026.94
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4011.9,3212.13
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,359977.41,179584.16
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13126.67,6468.54
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20868.55,12027.31
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,573.65,422.35
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9304.35,5584.35
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3636.72,2107.08
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2419,1831
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,413918.25,211236.92
B001273,2018 HON. DIANE BLACK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,413918.25,211236.92
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,450.75,431.55
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,494391.61,245741.64
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20151.45,16025.34
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36403.81,21501.99
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,946.69,617.01
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8925,5355
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4813.26,2347.94
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,793.3,695.65
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,566875.87,292716.12
B001243,2018 HON. MARSHA BLACKBURN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,566875.87,292716.12
B001294,2018 HON. ROD BLUM,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53713.06,52625.07
