BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
D000616,HON. SCOTT DESJARLAIS,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","9,657.96","9,657.96"
D000616,HON. SCOTT DESJARLAIS,2012,2012Q1,PRINTING AND REPRODUCTION,"1,055.68","1,055.68"
D000616,HON. SCOTT DESJARLAIS,2012,2012Q1,OTHER SERVICES,"4,109.00","4,109.00"
D000616,HON. SCOTT DESJARLAIS,2012,2012Q1,SUPPLIES AND MATERIALS,"1,457.25","1,457.25"
D000616,HON. SCOTT DESJARLAIS,2012,2012Q1,EQUIPMENT,"1,855.53","1,855.53"
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,FRANKED MAIL,679.43,679.43
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,PERSONNEL COMPENSATION,"255,418.95","255,418.95"
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,TRAVEL,"6,964.71","6,964.71"
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","14,591.22","14,591.22"
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,PRINTING AND REPRODUCTION,354.70,354.70
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,OTHER SERVICES,"5,355.00","5,355.00"
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,SUPPLIES AND MATERIALS,"2,394.47","2,394.47"
D000610,HON. THEODORE E. DEUTCH,2012,2012Q1,EQUIPMENT,551.82,551.82
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,FRANKED MAIL,"1,232.36","1,232.36"
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,PERSONNEL COMPENSATION,"200,988.95","200,988.95"
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,TRAVEL,"9,376.84","9,376.84"
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","32,530.75","32,530.75"
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,OTHER SERVICES,"6,163.50","6,163.50"
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,SUPPLIES AND MATERIALS,"1,160.49","1,160.49"
D000600,HON. MARIO DIAZ-BALART,2012,2012Q1,EQUIPMENT,809.58,809.58
D000327,HON. NORMAN D. DICKS,2012,2012Q1,FRANKED MAIL,219.27,219.27
D000327,HON. NORMAN D. DICKS,2012,2012Q1,PERSONNEL COMPENSATION,"236,951.59","236,951.59"
D000327,HON. NORMAN D. DICKS,2012,2012Q1,TRAVEL,"10,452.22","10,452.22"
D000327,HON. NORMAN D. DICKS,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","19,235.76","19,235.76"
D000327,HON. NORMAN D. DICKS,2012,2012Q1,PRINTING AND REPRODUCTION,250.96,250.96
D000327,HON. NORMAN D. DICKS,2012,2012Q1,OTHER SERVICES,"13,075.06","13,075.06"
D000327,HON. NORMAN D. DICKS,2012,2012Q1,SUPPLIES AND MATERIALS,"5,655.48","5,655.48"
D000327,HON. NORMAN D. DICKS,2012,2012Q1,EQUIPMENT,627.00,627.00
D000355,HON. JOHN D. DINGELL,2012,2012Q1,FRANKED MAIL,420.51,420.51
D000355,HON. JOHN D. DINGELL,2012,2012Q1,PERSONNEL COMPENSATION,"259,073.88","259,073.88"
D000355,HON. JOHN D. DINGELL,2012,2012Q1,TRAVEL,"6,676.57","6,676.57"
D000355,HON. JOHN D. DINGELL,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","20,695.68","20,695.68"
D000355,HON. JOHN D. DINGELL,2012,2012Q1,OTHER SERVICES,"4,531.75","4,531.75"
D000355,HON. JOHN D. DINGELL,2012,2012Q1,SUPPLIES AND MATERIALS,"1,958.57","1,958.57"
D000355,HON. JOHN D. DINGELL,2012,2012Q1,EQUIPMENT,698.31,698.31
D000399,HON. LLOYD DOGGETT,2012,2012Q1,FRANKED MAIL,"13,658.82","13,658.82"
D000399,HON. LLOYD DOGGETT,2012,2012Q1,PERSONNEL COMPENSATION,"233,548.43","233,548.43"
D000399,HON. LLOYD DOGGETT,2012,2012Q1,TRAVEL,"3,468.10","3,468.10"
D000399,HON. LLOYD DOGGETT,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","22,895.35","22,895.35"
D000399,HON. LLOYD DOGGETT,2012,2012Q1,PRINTING AND REPRODUCTION,"16,255.62","16,255.62"
D000399,HON. LLOYD DOGGETT,2012,2012Q1,OTHER SERVICES,"8,254.31","8,254.31"
D000399,HON. LLOYD DOGGETT,2012,2012Q1,SUPPLIES AND MATERIALS,890.17,890.17
D000399,HON. LLOYD DOGGETT,2012,2012Q1,EQUIPMENT,"1,606.32","1,606.32"
D000613,HON. ROBERT J. DOLD,2012,2012Q1,FRANKED MAIL,868.99,868.99
D000613,HON. ROBERT J. DOLD,2012,2012Q1,PERSONNEL COMPENSATION,"193,627.89","193,627.89"
D000613,HON. ROBERT J. DOLD,2012,2012Q1,TRAVEL,"4,854.00","4,854.00"
D000613,HON. ROBERT J. DOLD,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","18,623.66","18,623.66"
D000613,HON. ROBERT J. DOLD,2012,2012Q1,PRINTING AND REPRODUCTION,160.61,160.61
D000613,HON. ROBERT J. DOLD,2012,2012Q1,OTHER SERVICES,"4,139.00","4,139.00"
D000613,HON. ROBERT J. DOLD,2012,2012Q1,SUPPLIES AND MATERIALS,717.81,717.81
D000613,HON. ROBERT J. DOLD,2012,2012Q1,EQUIPMENT,285.48,285.48
D000607,HON. JOE DONNELLY,2012,2012Q1,FRANKED MAIL,"10,203.42","10,203.42"
D000607,HON. JOE DONNELLY,2012,2012Q1,PERSONNEL COMPENSATION,"200,172.36","200,172.36"
D000607,HON. JOE DONNELLY,2012,2012Q1,TRAVEL,"7,316.08","7,316.08"
D000607,HON. JOE DONNELLY,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","14,016.08","14,016.08"
D000607,HON. JOE DONNELLY,2012,2012Q1,PRINTING AND REPRODUCTION,"15,322.90","15,322.90"
D000607,HON. JOE DONNELLY,2012,2012Q1,OTHER SERVICES,"6,213.50","6,213.50"
D000607,HON. JOE DONNELLY,2012,2012Q1,SUPPLIES AND MATERIALS,"3,162.33","3,162.33"
D000607,HON. JOE DONNELLY,2012,2012Q1,EQUIPMENT,562.99,562.99
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,FRANKED MAIL,"1,078.06","1,078.06"
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,PERSONNEL COMPENSATION,"233,731.23","233,731.23"
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,TRAVEL,"3,058.00","3,058.00"
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","20,510.86","20,510.86"
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,PRINTING AND REPRODUCTION,209.00,209.00
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,OTHER SERVICES,"14,440.23","14,440.23"
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,SUPPLIES AND MATERIALS,"3,471.79","3,471.79"
D000482,HON. MICHAEL F. DOYLE,2012,2012Q1,EQUIPMENT,"1,732.92","1,732.92"
D000492,HON. DAVID DREIER,2012,2012Q1,FRANKED MAIL,"1,452.47","1,452.47"
D000492,HON. DAVID DREIER,2012,2012Q1,PERSONNEL COMPENSATION,"232,531.09","232,531.09"
D000492,HON. DAVID DREIER,2012,2012Q1,TRAVEL,"6,950.94","6,950.94"
D000492,HON. DAVID DREIER,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","20,120.00","20,120.00"
D000492,HON. DAVID DREIER,2012,2012Q1,PRINTING AND REPRODUCTION,"1,618.20","1,618.20"
D000492,HON. DAVID DREIER,2012,2012Q1,OTHER SERVICES,"4,620.47","4,620.47"
D000492,HON. DAVID DREIER,2012,2012Q1,SUPPLIES AND MATERIALS,"2,642.47","2,642.47"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,FRANKED MAIL,"2,457.45","2,457.45"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,PERSONNEL COMPENSATION,"215,997.31","215,997.31"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,TRAVEL,"11,519.83","11,519.83"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","9,788.14","9,788.14"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,PRINTING AND REPRODUCTION,"1,589.95","1,589.95"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,OTHER SERVICES,"8,998.26","8,998.26"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,SUPPLIES AND MATERIALS,"3,027.29","3,027.29"
D000614,HON. SEAN P. DUFFY,2012,2012Q1,EQUIPMENT,"1,152.30","1,152.30"
D000615,HON. JEFF DUNCAN,2012,2012Q1,FRANKED MAIL,310.59,310.59
D000615,HON. JEFF DUNCAN,2012,2012Q1,PERSONNEL COMPENSATION,"211,651.00","211,651.00"
D000615,HON. JEFF DUNCAN,2012,2012Q1,TRAVEL,"15,241.22","15,241.22"
D000615,HON. JEFF DUNCAN,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","15,464.16","15,464.16"
D000615,HON. JEFF DUNCAN,2012,2012Q1,PRINTING AND REPRODUCTION,615.10,615.10
D000615,HON. JEFF DUNCAN,2012,2012Q1,OTHER SERVICES,"11,008.50","11,008.50"
D000615,HON. JEFF DUNCAN,2012,2012Q1,SUPPLIES AND MATERIALS,"1,981.42","1,981.42"
D000615,HON. JEFF DUNCAN,2012,2012Q1,EQUIPMENT,"1,222.12","1,222.12"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,FRANKED MAIL,"1,029.11","1,029.11"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,PERSONNEL COMPENSATION,"230,637.88","230,637.88"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,TRAVEL,"9,767.34","9,767.34"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","11,361.37","11,361.37"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,PRINTING AND REPRODUCTION,243.70,243.70
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,OTHER SERVICES,"10,975.71","10,975.71"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,SUPPLIES AND MATERIALS,"3,077.43","3,077.43"
D000533,"HON. JOHN J. DUNCAN, JR.",2012,2012Q1,EQUIPMENT,517.50,517.50
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,FRANKED MAIL,229.56,229.56
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,PERSONNEL COMPENSATION,"207,415.55","207,415.55"
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,TRAVEL,883.52,883.52
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","31,361.64","31,361.64"
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,PRINTING AND REPRODUCTION,248.70,248.70
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,OTHER SERVICES,"4,392.12","4,392.12"
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,SUPPLIES AND MATERIALS,"27,609.91","27,609.91"
E000290,HON. DONNA F. EDWARDS,2012,2012Q1,EQUIPMENT,"1,357.80","1,357.80"
E000288,HON. KEITH ELLISON,2012,2012Q1,FRANKED MAIL,154.72,154.72
E000288,HON. KEITH ELLISON,2012,2012Q1,PERSONNEL COMPENSATION,"241,877.90","241,877.90"
E000288,HON. KEITH ELLISON,2012,2012Q1,TRAVEL,"7,130.63","7,130.63"
E000288,HON. KEITH ELLISON,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","13,612.14","13,612.14"
E000288,HON. KEITH ELLISON,2012,2012Q1,PRINTING AND REPRODUCTION,183.50,183.50
E000288,HON. KEITH ELLISON,2012,2012Q1,OTHER SERVICES,"5,639.34","5,639.34"
E000288,HON. KEITH ELLISON,2012,2012Q1,SUPPLIES AND MATERIALS,"2,813.87","2,813.87"
E000288,HON. KEITH ELLISON,2012,2012Q1,EQUIPMENT,970.92,970.92
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,FRANKED MAIL,"35,287.18","35,287.18"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,PERSONNEL COMPENSATION,"224,645.56","224,645.56"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,TRAVEL,"11,136.82","11,136.82"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","8,373.15","8,373.15"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,PRINTING AND REPRODUCTION,"45,821.25","45,821.25"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,OTHER SERVICES,"3,662.87","3,662.87"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,SUPPLIES AND MATERIALS,"3,031.98","3,031.98"
E000291,HON. RENEE L. ELLMERS,2012,2012Q1,EQUIPMENT,502.66,502.66
E000172,HON. JO ANN EMERSON,2012,2012Q1,FRANKED MAIL,"2,266.14","2,266.14"
E000172,HON. JO ANN EMERSON,2012,2012Q1,PERSONNEL COMPENSATION,"264,265.38","264,265.38"
E000172,HON. JO ANN EMERSON,2012,2012Q1,TRAVEL,"4,886.65","4,886.65"
E000172,HON. JO ANN EMERSON,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","15,254.44","15,254.44"
E000172,HON. JO ANN EMERSON,2012,2012Q1,PRINTING AND REPRODUCTION,114.00,114.00
E000172,HON. JO ANN EMERSON,2012,2012Q1,OTHER SERVICES,"22,973.00","22,973.00"
E000172,HON. JO ANN EMERSON,2012,2012Q1,SUPPLIES AND MATERIALS,"1,250.19","1,250.19"
E000172,HON. JO ANN EMERSON,2012,2012Q1,EQUIPMENT,561.99,561.99
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,FRANKED MAIL,"1,188.03","1,188.03"
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,PERSONNEL COMPENSATION,"245,544.57","245,544.57"
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,TRAVEL,"1,893.38","1,893.38"
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","28,981.14","28,981.14"
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,PRINTING AND REPRODUCTION,35.20,35.20
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,OTHER SERVICES,"5,960.00","5,960.00"
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,SUPPLIES AND MATERIALS,176.15,176.15
E000179,HON. ELIOT L. ENGEL,2012,2012Q1,EQUIPMENT,799.20,799.20
E000215,HON. ANNA G. ESHOO,2012,2012Q1,FRANKED MAIL,"1,531.82","1,531.82"
E000215,HON. ANNA G. ESHOO,2012,2012Q1,PERSONNEL COMPENSATION,"303,167.14","303,167.14"
E000215,HON. ANNA G. ESHOO,2012,2012Q1,TRAVEL,"10,886.94","10,886.94"
E000215,HON. ANNA G. ESHOO,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","20,962.72","20,962.72"
E000215,HON. ANNA G. ESHOO,2012,2012Q1,OTHER SERVICES,"10,665.32","10,665.32"
E000215,HON. ANNA G. ESHOO,2012,2012Q1,SUPPLIES AND MATERIALS,"1,532.21","1,532.21"
E000215,HON. ANNA G. ESHOO,2012,2012Q1,EQUIPMENT,556.74,556.74
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,FRANKED MAIL,259.97,259.97
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,PERSONNEL COMPENSATION,"269,299.08","269,299.08"
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,TRAVEL,"14,367.96","14,367.96"
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","12,266.52","12,266.52"
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,PRINTING AND REPRODUCTION,141.10,141.10
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,SUPPLIES AND MATERIALS,"1,441.21","1,441.21"
F000010,HON. ENI F. H. FALEOMAVAEGA,2012,2012Q1,EQUIPMENT,240.00,240.00
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,FRANKED MAIL,"2,574.92","2,574.92"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,PERSONNEL COMPENSATION,"154,759.62","154,759.62"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,TRAVEL,"11,020.38","11,020.38"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","26,355.82","26,355.82"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,PRINTING AND REPRODUCTION,"5,710.20","5,710.20"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,OTHER SERVICES,"4,364.93","4,364.93"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,SUPPLIES AND MATERIALS,"3,887.46","3,887.46"
F000460,HON. BLAKE FARENTHOLD,2012,2012Q1,EQUIPMENT,780.24,780.24
F000030,HON. SAM FARR,2012,2012Q1,FRANKED MAIL,"3,863.52","3,863.52"
F000030,HON. SAM FARR,2012,2012Q1,PERSONNEL COMPENSATION,"249,862.12","249,862.12"
F000030,HON. SAM FARR,2012,2012Q1,TRAVEL,"6,168.10","6,168.10"
F000030,HON. SAM FARR,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","17,903.08","17,903.08"
F000030,HON. SAM FARR,2012,2012Q1,OTHER SERVICES,"11,471.15","11,471.15"
F000030,HON. SAM FARR,2012,2012Q1,SUPPLIES AND MATERIALS,851.75,851.75
F000030,HON. SAM FARR,2012,2012Q1,EQUIPMENT,"2,116.38","2,116.38"
F000043,HON. CHAKA FATTAH,2012,2012Q1,FRANKED MAIL,190.65,190.65
F000043,HON. CHAKA FATTAH,2012,2012Q1,PERSONNEL COMPENSATION,"253,312.05","253,312.05"
F000043,HON. CHAKA FATTAH,2012,2012Q1,TRAVEL,"2,563.14","2,563.14"
F000043,HON. CHAKA FATTAH,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","26,709.40","26,709.40"
F000043,HON. CHAKA FATTAH,2012,2012Q1,PRINTING AND REPRODUCTION,219.30,219.30
F000043,HON. CHAKA FATTAH,2012,2012Q1,OTHER SERVICES,"9,589.00","9,589.00"
F000043,HON. CHAKA FATTAH,2012,2012Q1,SUPPLIES AND MATERIALS,"1,763.02","1,763.02"
F000043,HON. CHAKA FATTAH,2012,2012Q1,EQUIPMENT,370.39,370.39
F000116,HON. BOB FILNER,2012,2012Q1,FRANKED MAIL,"1,057.01","1,057.01"
F000116,HON. BOB FILNER,2012,2012Q1,PERSONNEL COMPENSATION,"260,345.59","260,345.59"
F000116,HON. BOB FILNER,2012,2012Q1,TRAVEL,"18,179.40","18,179.40"
F000116,HON. BOB FILNER,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","17,153.81","17,153.81"
F000116,HON. BOB FILNER,2012,2012Q1,PRINTING AND REPRODUCTION,898.30,898.30
F000116,HON. BOB FILNER,2012,2012Q1,OTHER SERVICES,"5,034.96","5,034.96"
F000116,HON. BOB FILNER,2012,2012Q1,SUPPLIES AND MATERIALS,"1,285.82","1,285.82"
F000116,HON. BOB FILNER,2012,2012Q1,EQUIPMENT,"1,258.26","1,258.26"
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,FRANKED MAIL,656.05,656.05
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,PERSONNEL COMPENSATION,"189,159.54","189,159.54"
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,TRAVEL,"14,217.09","14,217.09"
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","11,242.62","11,242.62"
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,PRINTING AND REPRODUCTION,63.80,63.80
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,OTHER SERVICES,"4,184.00","4,184.00"
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,SUPPLIES AND MATERIALS,783.61,783.61
F000458,HON. STEPHEN LEE FINCHER,2012,2012Q1,EQUIPMENT,"2,255.84","2,255.84"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,FRANKED MAIL,"23,063.47","23,063.47"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,PERSONNEL COMPENSATION,"182,233.43","182,233.43"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,TRAVEL,"1,403.66","1,403.66"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","24,132.76","24,132.76"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,PRINTING AND REPRODUCTION,506.75,506.75
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,OTHER SERVICES,"4,156.00","4,156.00"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,SUPPLIES AND MATERIALS,"3,148.71","3,148.71"
F000451,HON. MICHAEL G. FITZPATRICK,2012,2012Q1,EQUIPMENT,"2,928.37","2,928.37"
F000444,HON. JEFF FLAKE,2012,2012Q1,FRANKED MAIL,514.87,514.87
F000444,HON. JEFF FLAKE,2012,2012Q1,PERSONNEL COMPENSATION,"235,168.20","235,168.20"
F000444,HON. JEFF FLAKE,2012,2012Q1,TRAVEL,"5,838.24","5,838.24"
F000444,HON. JEFF FLAKE,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","18,486.97","18,486.97"
F000444,HON. JEFF FLAKE,2012,2012Q1,PRINTING AND REPRODUCTION,198.50,198.50
F000444,HON. JEFF FLAKE,2012,2012Q1,OTHER SERVICES,"10,666.76","10,666.76"
F000444,HON. JEFF FLAKE,2012,2012Q1,SUPPLIES AND MATERIALS,"3,101.41","3,101.41"
F000444,HON. JEFF FLAKE,2012,2012Q1,EQUIPMENT,"2,094.99","2,094.99"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,FRANKED MAIL,"12,875.49","12,875.49"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,PERSONNEL COMPENSATION,"202,626.62","202,626.62"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,TRAVEL,"10,143.89","10,143.89"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","27,964.13","27,964.13"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,PRINTING AND REPRODUCTION,"24,162.65","24,162.65"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,OTHER SERVICES,"7,011.65","7,011.65"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,SUPPLIES AND MATERIALS,628.84,628.84
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2012,2012Q1,EQUIPMENT,318.00,318.00
F000456,HON. JOHN FLEMING,2012,2012Q1,FRANKED MAIL,"1,131.35","1,131.35"
F000456,HON. JOHN FLEMING,2012,2012Q1,PERSONNEL COMPENSATION,"201,786.16","201,786.16"
F000456,HON. JOHN FLEMING,2012,2012Q1,TRAVEL,"10,267.69","10,267.69"
F000456,HON. JOHN FLEMING,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","13,302.40","13,302.40"
F000456,HON. JOHN FLEMING,2012,2012Q1,PRINTING AND REPRODUCTION,344.10,344.10
F000456,HON. JOHN FLEMING,2012,2012Q1,OTHER SERVICES,"4,409.00","4,409.00"
F000456,HON. JOHN FLEMING,2012,2012Q1,SUPPLIES AND MATERIALS,"2,873.68","2,873.68"
F000456,HON. JOHN FLEMING,2012,2012Q1,EQUIPMENT,"2,317.89","2,317.89"
F000461,HON. BILL FLORES,2012,2012Q1,FRANKED MAIL,"2,340.89","2,340.89"
F000461,HON. BILL FLORES,2012,2012Q1,PERSONNEL COMPENSATION,"232,359.57","232,359.57"
F000461,HON. BILL FLORES,2012,2012Q1,TRAVEL,"19,589.93","19,589.93"
F000461,HON. BILL FLORES,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","14,778.79","14,778.79"
F000461,HON. BILL FLORES,2012,2012Q1,PRINTING AND REPRODUCTION,209.75,209.75
F000461,HON. BILL FLORES,2012,2012Q1,OTHER SERVICES,"6,359.00","6,359.00"
F000461,HON. BILL FLORES,2012,2012Q1,SUPPLIES AND MATERIALS,"2,069.66","2,069.66"
F000461,HON. BILL FLORES,2012,2012Q1,EQUIPMENT,"1,661.79","1,661.79"
F000445,HON. J. RANDY FORBES,2012,2012Q1,FRANKED MAIL,"8,871.04","8,871.04"
F000445,HON. J. RANDY FORBES,2012,2012Q1,PERSONNEL COMPENSATION,"235,818.72","235,818.72"
F000445,HON. J. RANDY FORBES,2012,2012Q1,TRAVEL,"4,574.49","4,574.49"
F000445,HON. J. RANDY FORBES,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","17,397.09","17,397.09"
F000445,HON. J. RANDY FORBES,2012,2012Q1,PRINTING AND REPRODUCTION,"14,532.45","14,532.45"
F000445,HON. J. RANDY FORBES,2012,2012Q1,OTHER SERVICES,"3,560.00","3,560.00"
F000445,HON. J. RANDY FORBES,2012,2012Q1,SUPPLIES AND MATERIALS,"1,608.78","1,608.78"
F000445,HON. J. RANDY FORBES,2012,2012Q1,EQUIPMENT,554.85,554.85
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,FRANKED MAIL,"29,907.34","29,907.34"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,PERSONNEL COMPENSATION,"254,969.18","254,969.18"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,TRAVEL,"7,464.49","7,464.49"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","19,346.62","19,346.62"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,PRINTING AND REPRODUCTION,"2,518.78","2,518.78"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,OTHER SERVICES,"4,537.00","4,537.00"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,SUPPLIES AND MATERIALS,"3,249.55","3,249.55"
F000449,HON. JEFF FORTENBERRY,2012,2012Q1,EQUIPMENT,"1,546.08","1,546.08"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,FRANKED MAIL,"2,916.92","2,916.92"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,PERSONNEL COMPENSATION,"187,287.39","187,287.39"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,TRAVEL,"13,360.15","13,360.15"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES","17,380.40","17,380.40"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,PRINTING AND REPRODUCTION,718.15,718.15
F000450,HON. VIRGINIA FOXX,2012,2012Q1,OTHER SERVICES,"10,558.50","10,558.50"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,SUPPLIES AND MATERIALS,"2,824.91","2,824.91"
F000450,HON. VIRGINIA FOXX,2012,2012Q1,EQUIPMENT,"1,662.60","1,662.60"
F000339,HON. BARNEY FRANK,2012,2012Q1,FRANKED MAIL,291.07,291.07
F000339,HON. BARNEY FRANK,2012,2012Q1,PERSONNEL COMPENSATION,"289,654.63","289,654.63"
F000339,HON. BARNEY FRANK,2012,2012Q1,TRAVEL,"1,905.41","1,905.41"
