BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
D000399,HON. LLOYD DOGGETT,2015,2015Q2,PERSONNEL COMPENSATION,"432,742.04","208,480.49"
D000399,HON. LLOYD DOGGETT,2015,2015Q2,TRAVEL,"11,620.55","8,523.95"
D000399,HON. LLOYD DOGGETT,2015,2015Q2,TRANSPORTATION OF THINGS,5.22,0.00
D000399,HON. LLOYD DOGGETT,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","63,464.21","33,265.39"
D000399,HON. LLOYD DOGGETT,2015,2015Q2,PRINTING AND REPRODUCTION,"1,548.90","1,369.20"
D000399,HON. LLOYD DOGGETT,2015,2015Q2,OTHER SERVICES,"29,340.24","26,284.46"
D000399,HON. LLOYD DOGGETT,2015,2015Q2,SUPPLIES AND MATERIALS,"4,695.54","3,061.30"
D000399,HON. LLOYD DOGGETT,2015,2015Q2,EQUIPMENT,"2,619.40","1,428.70"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,FRANKED MAIL,501.39,465.02
D000613,HON. ROBERT J. DOLD,2015,2015Q2,PERSONNEL COMPENSATION,"426,208.42","224,013.92"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,TRAVEL,"16,982.89","11,697.57"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","48,802.82","31,473.72"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,PRINTING AND REPRODUCTION,"1,955.44","1,011.74"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,OTHER SERVICES,"19,350.00","9,675.00"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,SUPPLIES AND MATERIALS,"12,433.06","9,213.03"
D000613,HON. ROBERT J. DOLD,2015,2015Q2,EQUIPMENT,782.64,391.32
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,FRANKED MAIL,-12.20,-12.20
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,PERSONNEL COMPENSATION,"43,737.98","43,737.98"
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,TRAVEL,274.10,274.10
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","9,338.26","9,338.26"
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,OTHER SERVICES,"3,410.00","3,410.00"
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,SUPPLIES AND MATERIALS,301.48,301.48
D000625,"HON. DANIEL M. DONOVAN, JR.",2015,2015Q2,EQUIPMENT,"1,194.30","1,194.30"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,FRANKED MAIL,"1,494.53","1,013.43"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,PERSONNEL COMPENSATION,"453,183.92","225,737.59"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,TRAVEL,"14,003.41","7,653.31"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","42,352.78","32,860.33"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,PRINTING AND REPRODUCTION,215.20,174.00
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,OTHER SERVICES,"19,350.00","9,675.00"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,SUPPLIES AND MATERIALS,"24,392.59","22,685.17"
D000482,HON. MICHAEL F. DOYLE,2015,2015Q2,EQUIPMENT,"3,686.52","1,643.91"
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,FRANKED MAIL,730.92,506.96
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,PERSONNEL COMPENSATION,"371,481.25","175,677.68"
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,TRAVEL,"15,144.11","10,734.05"
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","43,937.19","25,647.46"
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,PRINTING AND REPRODUCTION,"7,236.54","5,645.43"
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,OTHER SERVICES,"13,519.00","7,864.00"
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,SUPPLIES AND MATERIALS,"1,802.02",937.34
D000622,HON. TAMMY DUCKWORTH,2015,2015Q2,EQUIPMENT,"1,852.98",926.49
D000614,HON. SEAN P. DUFFY,2015,2015Q2,FRANKED MAIL,"4,723.92","3,606.50"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,PERSONNEL COMPENSATION,"374,922.24","176,683.31"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,TRAVEL,"33,747.93","18,488.45"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","39,957.29","24,200.39"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,PRINTING AND REPRODUCTION,"1,433.09","1,216.45"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,OTHER SERVICES,"31,352.09","14,482.23"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,SUPPLIES AND MATERIALS,"4,972.43","1,695.40"
D000614,HON. SEAN P. DUFFY,2015,2015Q2,EQUIPMENT,"9,622.74","5,325.20"
D000615,HON. JEFF DUNCAN,2015,2015Q2,FRANKED MAIL,784.11,388.56
D000615,HON. JEFF DUNCAN,2015,2015Q2,PERSONNEL COMPENSATION,"427,622.00","229,733.25"
D000615,HON. JEFF DUNCAN,2015,2015Q2,TRAVEL,"52,959.14","35,192.72"
D000615,HON. JEFF DUNCAN,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","28,933.27","13,882.69"
D000615,HON. JEFF DUNCAN,2015,2015Q2,PRINTING AND REPRODUCTION,528.62,301.43
D000615,HON. JEFF DUNCAN,2015,2015Q2,OTHER SERVICES,"21,240.00","10,620.00"
D000615,HON. JEFF DUNCAN,2015,2015Q2,SUPPLIES AND MATERIALS,"2,073.20",873.70
D000615,HON. JEFF DUNCAN,2015,2015Q2,EQUIPMENT,"1,245.00",225.00
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,FRANKED MAIL,"20,640.25","1,183.44"
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,PERSONNEL COMPENSATION,"445,168.32","220,548.33"
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,TRAVEL,"31,102.02","22,691.70"
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","47,467.57","28,724.56"
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,PRINTING AND REPRODUCTION,"1,176.58",422.59
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,OTHER SERVICES,"22,252.34","11,123.10"
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,SUPPLIES AND MATERIALS,"5,696.91","2,436.60"
D000533,"HON. JOHN J. DUNCAN, JR.",2015,2015Q2,EQUIPMENT,"1,976.98",670.50
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,FRANKED MAIL,163.85,173.16
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,PERSONNEL COMPENSATION,"432,436.03","211,065.63"
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,TRAVEL,"5,127.63","4,153.51"
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","64,899.29","42,655.39"
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,PRINTING AND REPRODUCTION,875.40,360.80
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,OTHER SERVICES,"13,157.76","12,146.00"
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,SUPPLIES AND MATERIALS,"9,341.26","3,895.38"
E000290,HON. DONNA F. EDWARDS,2015,2015Q2,EQUIPMENT,"3,075.18","1,537.59"
E000288,HON. KEITH ELLISON,2015,2015Q2,FRANKED MAIL,892.80,554.37
E000288,HON. KEITH ELLISON,2015,2015Q2,PERSONNEL COMPENSATION,"498,528.10","251,019.20"
E000288,HON. KEITH ELLISON,2015,2015Q2,TRAVEL,"22,025.70","15,623.13"
E000288,HON. KEITH ELLISON,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","32,471.82","17,045.41"
E000288,HON. KEITH ELLISON,2015,2015Q2,PRINTING AND REPRODUCTION,488.88,266.04
E000288,HON. KEITH ELLISON,2015,2015Q2,OTHER SERVICES,"25,249.70","11,053.90"
E000288,HON. KEITH ELLISON,2015,2015Q2,SUPPLIES AND MATERIALS,"6,718.35","3,898.84"
E000288,HON. KEITH ELLISON,2015,2015Q2,EQUIPMENT,"1,104.36",552.18
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,FRANKED MAIL,186.76,190.69
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,PERSONNEL COMPENSATION,"402,102.19","183,390.21"
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,TRAVEL,"19,853.51","13,439.78"
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","24,428.72","13,017.77"
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,PRINTING AND REPRODUCTION,627.14,308.52
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,OTHER SERVICES,"13,127.05","6,354.00"
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,SUPPLIES AND MATERIALS,"14,849.79","1,323.56"
E000291,HON. RENEE L. ELLMERS,2015,2015Q2,EQUIPMENT,"1,444.68",702.18
E000294,HON. TOM EMMER,2015,2015Q2,FRANKED MAIL,"1,312.66","1,261.41"
E000294,HON. TOM EMMER,2015,2015Q2,PERSONNEL COMPENSATION,"427,377.82","220,800.03"
E000294,HON. TOM EMMER,2015,2015Q2,TRAVEL,"17,491.39","13,304.69"
E000294,HON. TOM EMMER,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","47,723.56","20,519.75"
E000294,HON. TOM EMMER,2015,2015Q2,PRINTING AND REPRODUCTION,"4,287.63","2,128.61"
E000294,HON. TOM EMMER,2015,2015Q2,OTHER SERVICES,"30,213.33","19,713.33"
E000294,HON. TOM EMMER,2015,2015Q2,SUPPLIES AND MATERIALS,"23,983.83","14,974.09"
E000294,HON. TOM EMMER,2015,2015Q2,EQUIPMENT,"2,579.81","1,452.58"
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,FRANKED MAIL,"2,372.03",203.62
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,PERSONNEL COMPENSATION,"415,553.59","208,118.04"
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,TRAVEL,"6,639.67","5,791.41"
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","61,373.05","34,783.50"
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,PRINTING AND REPRODUCTION,584.26,523.46
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,OTHER SERVICES,"14,880.00","8,190.00"
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,SUPPLIES AND MATERIALS,"1,354.79",673.26
E000179,HON. ELIOT L. ENGEL,2015,2015Q2,EQUIPMENT,"1,294.20",447.75
E000215,HON. ANNA G. ESHOO,2015,2015Q2,FRANKED MAIL,"1,159.64","1,008.69"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,PERSONNEL COMPENSATION,"491,816.85","244,363.00"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,TRAVEL,"13,941.71","7,447.29"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","73,116.12","37,337.95"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,PRINTING AND REPRODUCTION,"1,238.74","1,080.92"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,OTHER SERVICES,"12,580.21","6,925.21"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,SUPPLIES AND MATERIALS,"4,136.11","2,791.13"
E000215,HON. ANNA G. ESHOO,2015,2015Q2,EQUIPMENT,"1,031.34",486.30
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,FRANKED MAIL,"2,514.56","1,368.23"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,PERSONNEL COMPENSATION,"437,127.31","218,191.67"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,TRAVEL,"22,398.25","14,043.47"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","36,239.25","22,650.79"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,PRINTING AND REPRODUCTION,"1,665.32","1,545.82"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,OTHER SERVICES,"17,860.00","8,580.00"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,SUPPLIES AND MATERIALS,"3,261.52","1,641.74"
E000293,HON. ELIZABETH H. ESTY,2015,2015Q2,EQUIPMENT,"1,936.01","1,150.46"
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,FRANKED MAIL,"3,430.37",602.52
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,PERSONNEL COMPENSATION,"369,676.68","176,316.68"
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,TRAVEL,"38,081.45","24,459.77"
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","45,201.92","27,019.24"
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,PRINTING AND REPRODUCTION,946.57,769.42
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,OTHER SERVICES,"22,014.40","11,414.40"
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,SUPPLIES AND MATERIALS,"4,084.59","1,575.85"
F000460,HON. BLAKE FARENTHOLD,2015,2015Q2,EQUIPMENT,"2,016.00","1,008.00"
F000030,HON. SAM FARR,2015,2015Q2,FRANKED MAIL,"3,775.37","2,797.28"
F000030,HON. SAM FARR,2015,2015Q2,PERSONNEL COMPENSATION,"503,127.79","254,004.89"
F000030,HON. SAM FARR,2015,2015Q2,TRAVEL,"10,411.64","4,735.78"
F000030,HON. SAM FARR,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","37,814.96","23,346.89"
F000030,HON. SAM FARR,2015,2015Q2,PRINTING AND REPRODUCTION,"1,220.17",844.27
F000030,HON. SAM FARR,2015,2015Q2,OTHER SERVICES,"21,682.00","11,377.00"
F000030,HON. SAM FARR,2015,2015Q2,SUPPLIES AND MATERIALS,"9,516.86","7,728.47"
F000030,HON. SAM FARR,2015,2015Q2,EQUIPMENT,"2,667.01","1,204.17"
F000043,HON. CHAKA FATTAH,2015,2015Q2,FRANKED MAIL,7.56,14.77
F000043,HON. CHAKA FATTAH,2015,2015Q2,PERSONNEL COMPENSATION,"442,977.60","235,050.47"
F000043,HON. CHAKA FATTAH,2015,2015Q2,TRAVEL,"12,095.63","9,839.19"
F000043,HON. CHAKA FATTAH,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","54,842.23","29,616.55"
F000043,HON. CHAKA FATTAH,2015,2015Q2,PRINTING AND REPRODUCTION,"1,753.72","1,136.34"
F000043,HON. CHAKA FATTAH,2015,2015Q2,OTHER SERVICES,"22,443.63","15,266.63"
F000043,HON. CHAKA FATTAH,2015,2015Q2,SUPPLIES AND MATERIALS,"13,131.27","7,200.41"
F000043,HON. CHAKA FATTAH,2015,2015Q2,EQUIPMENT,260.00,65.00
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,FRANKED MAIL,"4,782.49","1,142.57"
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,PERSONNEL COMPENSATION,"379,917.46","201,416.11"
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,TRAVEL,"23,626.31","16,518.11"
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","35,302.75","19,322.25"
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,PRINTING AND REPRODUCTION,804.74,347.09
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,OTHER SERVICES,"21,000.00","10,500.00"
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,SUPPLIES AND MATERIALS,"13,088.20","7,459.50"
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q2,EQUIPMENT,"1,176.00",588.00
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,FRANKED MAIL,"1,033.45",723.78
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,PERSONNEL COMPENSATION,"389,130.63","192,333.37"
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,TRAVEL,"12,899.19","5,815.61"
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","43,049.37","24,304.40"
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,PRINTING AND REPRODUCTION,"3,267.03","2,290.41"
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,OTHER SERVICES,"20,915.00","10,350.00"
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,SUPPLIES AND MATERIALS,"9,469.54","2,120.60"
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q2,EQUIPMENT,"1,795.50",897.75
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,FRANKED MAIL,"1,262.76",996.31
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,PERSONNEL COMPENSATION,"433,102.43","218,984.37"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,TRAVEL,"40,647.69","31,100.82"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","62,479.56","35,381.81"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,PRINTING AND REPRODUCTION,"13,277.10","12,811.30"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,OTHER SERVICES,"27,859.54","13,891.77"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,SUPPLIES AND MATERIALS,"11,419.65","3,163.94"
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q2,EQUIPMENT,385.29,374.00
F000456,HON. JOHN FLEMING,2015,2015Q2,FRANKED MAIL,"18,075.75","16,483.77"
F000456,HON. JOHN FLEMING,2015,2015Q2,PERSONNEL COMPENSATION,"391,635.42","197,933.95"
F000456,HON. JOHN FLEMING,2015,2015Q2,TRAVEL,"13,792.22","10,588.49"
F000456,HON. JOHN FLEMING,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","39,765.97","26,042.29"
F000456,HON. JOHN FLEMING,2015,2015Q2,PRINTING AND REPRODUCTION,"12,700.12","11,539.92"
F000456,HON. JOHN FLEMING,2015,2015Q2,OTHER SERVICES,"14,806.23","7,861.23"
F000456,HON. JOHN FLEMING,2015,2015Q2,SUPPLIES AND MATERIALS,"6,008.50","3,126.66"
F000456,HON. JOHN FLEMING,2015,2015Q2,EQUIPMENT,919.49,359.64
F000461,HON. BILL FLORES,2015,2015Q2,FRANKED MAIL,"1,531.85",579.55
F000461,HON. BILL FLORES,2015,2015Q2,PERSONNEL COMPENSATION,"396,900.96","192,212.51"
F000461,HON. BILL FLORES,2015,2015Q2,TRAVEL,"47,629.36","32,216.01"
F000461,HON. BILL FLORES,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","59,157.26","30,450.51"
F000461,HON. BILL FLORES,2015,2015Q2,PRINTING AND REPRODUCTION,"1,402.19",599.50
F000461,HON. BILL FLORES,2015,2015Q2,OTHER SERVICES,"28,660.00","9,105.00"
F000461,HON. BILL FLORES,2015,2015Q2,SUPPLIES AND MATERIALS,"7,326.97","2,961.99"
F000461,HON. BILL FLORES,2015,2015Q2,EQUIPMENT,"4,671.41","2,752.85"
F000445,HON. J. RANDY FORBES,2015,2015Q2,FRANKED MAIL,"1,665.96","1,129.41"
F000445,HON. J. RANDY FORBES,2015,2015Q2,PERSONNEL COMPENSATION,"465,021.82","233,333.50"
F000445,HON. J. RANDY FORBES,2015,2015Q2,TRAVEL,"8,146.99","5,646.96"
F000445,HON. J. RANDY FORBES,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","27,369.37","14,697.70"
F000445,HON. J. RANDY FORBES,2015,2015Q2,PRINTING AND REPRODUCTION,"1,075.70",706.70
F000445,HON. J. RANDY FORBES,2015,2015Q2,OTHER SERVICES,"19,777.00","11,232.00"
F000445,HON. J. RANDY FORBES,2015,2015Q2,SUPPLIES AND MATERIALS,"4,060.52","2,836.13"
F000445,HON. J. RANDY FORBES,2015,2015Q2,EQUIPMENT,"1,020.00",510.00
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,FRANKED MAIL,"2,226.64","1,766.64"
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,PERSONNEL COMPENSATION,"451,651.28","226,870.02"
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,TRAVEL,"14,678.96","10,050.86"
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","48,716.21","25,787.36"
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,PRINTING AND REPRODUCTION,401.53,189.75
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,OTHER SERVICES,"11,910.00","11,880.00"
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,SUPPLIES AND MATERIALS,"14,757.49","4,151.71"
F000449,HON. JEFF FORTENBERRY,2015,2015Q2,EQUIPMENT,"2,901.34","1,468.25"
F000454,HON. BILL FOSTER,2015,2015Q2,FRANKED MAIL,375.23,233.97
F000454,HON. BILL FOSTER,2015,2015Q2,PERSONNEL COMPENSATION,"429,441.77","218,669.51"
F000454,HON. BILL FOSTER,2015,2015Q2,TRAVEL,"10,104.22","7,061.17"
F000454,HON. BILL FOSTER,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","47,556.73","24,897.34"
F000454,HON. BILL FOSTER,2015,2015Q2,PRINTING AND REPRODUCTION,312.30,307.50
F000454,HON. BILL FOSTER,2015,2015Q2,OTHER SERVICES,"13,793.43","6,989.40"
F000454,HON. BILL FOSTER,2015,2015Q2,SUPPLIES AND MATERIALS,"3,969.55","2,672.17"
F000454,HON. BILL FOSTER,2015,2015Q2,EQUIPMENT,"1,580.04","1,010.04"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,FRANKED MAIL,"5,855.55","4,762.60"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,PERSONNEL COMPENSATION,"355,909.44","184,001.67"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,TRAVEL,"31,237.78","22,893.67"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","43,040.40","21,734.51"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,PRINTING AND REPRODUCTION,"2,175.20","1,246.48"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,OTHER SERVICES,"23,381.57","13,617.90"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,SUPPLIES AND MATERIALS,"4,240.03","1,865.02"
F000450,HON. VIRGINIA FOXX,2015,2015Q2,EQUIPMENT,"9,072.24","6,614.60"
F000462,HON. LOIS FRANKEL,2015,2015Q2,FRANKED MAIL,"6,709.63","6,396.49"
F000462,HON. LOIS FRANKEL,2015,2015Q2,PERSONNEL COMPENSATION,"503,479.08","249,085.87"
F000462,HON. LOIS FRANKEL,2015,2015Q2,TRAVEL,"24,185.93","12,073.70"
F000462,HON. LOIS FRANKEL,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","31,363.99","25,350.49"
F000462,HON. LOIS FRANKEL,2015,2015Q2,PRINTING AND REPRODUCTION,"10,017.50","9,396.81"
F000462,HON. LOIS FRANKEL,2015,2015Q2,OTHER SERVICES,"11,482.85","5,732.85"
F000462,HON. LOIS FRANKEL,2015,2015Q2,SUPPLIES AND MATERIALS,"4,336.99","2,686.53"
F000462,HON. LOIS FRANKEL,2015,2015Q2,EQUIPMENT,483.00,241.50
F000448,HON. TRENT FRANKS,2015,2015Q2,FRANKED MAIL,312.17,90.95
F000448,HON. TRENT FRANKS,2015,2015Q2,PERSONNEL COMPENSATION,"508,255.70","255,166.65"
F000448,HON. TRENT FRANKS,2015,2015Q2,TRAVEL,"36,385.42","21,061.66"
F000448,HON. TRENT FRANKS,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","42,578.40","22,471.35"
F000448,HON. TRENT FRANKS,2015,2015Q2,PRINTING AND REPRODUCTION,"1,732.21","1,492.61"
F000448,HON. TRENT FRANKS,2015,2015Q2,OTHER SERVICES,"13,934.72","7,714.85"
F000448,HON. TRENT FRANKS,2015,2015Q2,SUPPLIES AND MATERIALS,"9,416.64","4,981.94"
F000448,HON. TRENT FRANKS,2015,2015Q2,EQUIPMENT,"1,999.92",999.96
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,FRANKED MAIL,"3,164.15","2,050.82"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,PERSONNEL COMPENSATION,"360,732.92","185,299.27"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,TRAVEL,"17,695.76","7,656.38"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","31,217.44","15,339.08"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,PRINTING AND REPRODUCTION,"1,208.47","1,050.02"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,OTHER SERVICES,"24,450.00","13,075.00"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,SUPPLIES AND MATERIALS,"2,446.72","1,906.43"
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q2,EQUIPMENT,"2,806.50","1,403.25"
F000455,HON. MARCIA FUDGE,2015,2015Q2,FRANKED MAIL,522.59,526.21
F000455,HON. MARCIA FUDGE,2015,2015Q2,PERSONNEL COMPENSATION,"464,609.68","232,798.58"
F000455,HON. MARCIA FUDGE,2015,2015Q2,TRAVEL,"16,259.32","11,497.45"
F000455,HON. MARCIA FUDGE,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","61,850.33","48,500.36"
F000455,HON. MARCIA FUDGE,2015,2015Q2,PRINTING AND REPRODUCTION,"1,762.49","1,286.84"
F000455,HON. MARCIA FUDGE,2015,2015Q2,OTHER SERVICES,"21,436.30","5,730.67"
F000455,HON. MARCIA FUDGE,2015,2015Q2,SUPPLIES AND MATERIALS,"6,043.39","3,139.85"
F000455,HON. MARCIA FUDGE,2015,2015Q2,EQUIPMENT,"1,077.48",538.74
G000571,HON. TULSI GABBARD,2015,2015Q2,FRANKED MAIL,"1,101.89",639.16
G000571,HON. TULSI GABBARD,2015,2015Q2,PERSONNEL COMPENSATION,"437,022.85","234,300.04"
G000571,HON. TULSI GABBARD,2015,2015Q2,TRAVEL,"21,136.21","15,618.92"
G000571,HON. TULSI GABBARD,2015,2015Q2,"RENT, COMMUNICATION, UTILITIES","54,227.22","26,826.05"
G000571,HON. TULSI GABBARD,2015,2015Q2,PRINTING AND REPRODUCTION,"1,172.86",675.31
G000571,HON. TULSI GABBARD,2015,2015Q2,OTHER SERVICES,"20,602.54","11,235.51"
G000571,HON. TULSI GABBARD,2015,2015Q2,SUPPLIES AND MATERIALS,"5,393.46","3,644.43"
G000571,HON. TULSI GABBARD,2015,2015Q2,EQUIPMENT,915.12,240.00
G000574,HON. RUBEN GALLEGO,2015,2015Q2,FRANKED MAIL,726.18,737.73
