BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1171934.67,338704.17
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26177.72,261.29
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,737769.41,214798.6
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44548.43,12030.41
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,477.38,477.38
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,119220.09,34617.22
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,111085.24,105195.21
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,50992.67,11560
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,40532.19,17934.98
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12407.23,4809.33
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1143210.36,401684.42
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1143210.36,401684.42
F000468,2019 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14915.01,5806.66
F000468,2019 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14915.01,5806.66
F000468,2019 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,OFFICE TOTALS:,14915.01,5806.66
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,541.03,312.03
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1052264.41,304208.16
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,72871.11,15789.76
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,135964.65,27706.36
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1556.85,376.58
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39027.97,6705
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14484.34,2259.57
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6749.2,655.8
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1323459.56,358013.26
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1323459.56,358013.26
F000461,2019 HON. BILL FLORES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5600,2433.33
F000461,2019 HON. BILL FLORES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5600,2433.33
F000461,2019 HON. BILL FLORES,INTERN ALLOWANCES,OFFICE TOTALS:,5600,2433.33
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,64927.41,5871.97
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,906941.79,224203.87
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,71143.16,20648.15
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,85314.28,19432.71
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40157.98,36759.55
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24599.92,6815.93
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16062.98,3298.25
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14284.53,1227
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1223432.05,318257.43
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1223432.05,318257.43
F000449,2019 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11180.01,3000
F000449,2019 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11180.01,3000
F000449,2019 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,OFFICE TOTALS:,11180.01,3000
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,880,521.28
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1029205.04,426436.63
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28281.86,11143.31
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,86448.59,20293.94
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1661.11,695.54
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26400.5,6795.21
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8929.8,1391.88
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3232.2,808.05
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1185039.1,468085.84
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1185039.1,468085.84
F000454,2019 HON. BILL FOSTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19623.08,6946.55
F000454,2019 HON. BILL FOSTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19623.08,6946.55
F000454,2019 HON. BILL FOSTER,INTERN ALLOWANCES,OFFICE TOTALS:,19623.08,6946.55
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,43286.45,35432.75
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,943370.42,261932.73
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,65524.21,17334.68
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91357.16,26708.17
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,42545.7,40948.79
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,49684.5,11973
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15555.69,5518.63
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11127.88,1464.1
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1262452.01,401312.85
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1262452.01,401312.85
F000450,2019 HON. VIRGINIA FOXX,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17433.33,7580
F000450,2019 HON. VIRGINIA FOXX,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17433.33,7580
F000450,2019 HON. VIRGINIA FOXX,INTERN ALLOWANCES,OFFICE TOTALS:,17433.33,7580
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1836.46,459.84
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1124004.61,360695.78
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,36973.44,4976.76
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69236.45,18592.43
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2636.66,272.43
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,53719.81,11580
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25033.79,4724.33
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4660.97,534.24
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1318102.19,401835.81
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1318102.19,401835.81
F000462,2019 HON. LOIS FRANKEL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19787.87,5712
F000462,2019 HON. LOIS FRANKEL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19787.87,5712
F000462,2019 HON. LOIS FRANKEL,INTERN ALLOWANCES,OFFICE TOTALS:,19787.87,5712
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2439.9,1907.63
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,840060.29,242079.73
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,35310.03,17582.78
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,125296.86,30171.74
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12082.48,9117.74
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37871.58,8044.87
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14974.3,4289.86
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5280.42,1309.74
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1073315.86,314504.09
F000455,2019 HON. MARCIA L. FUDGE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1073315.86,314504.09
F000455,2019 HON. MARCIA L. FUDGE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10074.17,5912.5
F000455,2019 HON. MARCIA L. FUDGE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10074.17,5912.5
F000455,2019 HON. MARCIA L. FUDGE,INTERN ALLOWANCES,OFFICE TOTALS:,10074.17,5912.5
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24085.66,22673.78
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,933807.37,297794.71
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,113622.51,24051.72
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,83289.31,22725.19
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,41403.29,34046.48
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47212,10792
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25185.9,3001.36
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6770.44,599.28
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1275376.48,415684.52
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1275376.48,415684.52
F000469,2019 HON. RUSS FULCHER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13897.09,3650
F000469,2019 HON. RUSS FULCHER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13897.09,3650
F000469,2019 HON. RUSS FULCHER,INTERN ALLOWANCES,OFFICE TOTALS:,13897.09,3650
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,137652.1,62716.89
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,946537.35,262386.14
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,43166.77,8112.16
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,105953.18,25471.13
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,95738.47,60819.72
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,50437.93,11571.56
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,20759.49,11965.99
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3710.92,1683.92
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1403956.21,444727.51
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1403956.21,444727.51
G000571,2019 HON. TULSI GABBARD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19894.02,3166.66
G000571,2019 HON. TULSI GABBARD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19894.02,3166.66
G000571,2019 HON. TULSI GABBARD,INTERN ALLOWANCES,OFFICE TOTALS:,19894.02,3166.66
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,39523.51,5494.95
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,841491.28,252134.04
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,78623.27,15485.99
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,116424.85,25635.7
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,30101.93,982.3
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,58406.53,18731
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,42520.22,14597.59
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9155.41,1356.54
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1216247,334418.11
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1216247,334418.11
G000578,2019 HON. MATT GAETZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5940.83,2430
G000578,2019 HON. MATT GAETZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5940.83,2430
G000578,2019 HON. MATT GAETZ,INTERN ALLOWANCES,OFFICE TOTALS:,5940.83,2430
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20395.63,825.38
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,944405.6,274761.13
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32835.39,6600.26
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59122.67,13139.67
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15632.22,348.87
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43976.25,11055
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10950.64,345.07
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2656.49,0
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1129974.89,307075.38
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1129974.89,307075.38
G000579,2019 HON. MIKE GALLAGHER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18288.88,4750
G000579,2019 HON. MIKE GALLAGHER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18288.88,4750
G000579,2019 HON. MIKE GALLAGHER,INTERN ALLOWANCES,OFFICE TOTALS:,18288.88,4750
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,9238.79,5516.63
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,984916.96,265747.67
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27710.87,9522.9
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,80941.9,22942.25
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,136074.26,132160.77
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41628,10767
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18677.63,4640.9
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2754.17,473.58
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1301942.58,451771.7
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1301942.58,451771.7
G000574,2019 HON. RUBEN GALLEGO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14962.69,3861.74
G000574,2019 HON. RUBEN GALLEGO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14962.69,3861.74
G000574,2019 HON. RUBEN GALLEGO,INTERN ALLOWANCES,OFFICE TOTALS:,14962.69,3861.74
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,143619.64,89466.79
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,882471.82,247473.31
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34769.23,6785.93
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,111779.64,26858.21
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,98038.82,62058.98
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24210,5685
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8131.65,2616.53
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11756.95,5103.7
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1314777.75,446048.45
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1314777.75,446048.45
G000559,2019 HON. JOHN GARAMENDI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19950,3660
G000559,2019 HON. JOHN GARAMENDI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19950,3660
G000559,2019 HON. JOHN GARAMENDI,INTERN ALLOWANCES,OFFICE TOTALS:,19950,3660
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,852.81,97.08
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1063390.05,350972.95
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33903.7,10052.79
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77483.68,29881.22
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2122.56,414.51
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24793.65,8186.71
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25065.43,4551.3
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7378.95,2905.12
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1234990.83,407061.68
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1234990.83,407061.68
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32868.6,31439.06
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,832779.5,282038.52
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,39193.08,15055.43
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,67311.31,16055.94
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,119799.73,107779.88
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42768,11487
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,48542.04,29034.18
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,31821.49,10042.35
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1215083.75,502932.36
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1215083.75,502932.36
G000587,2019 HON. SYLVIA R. GARCIA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18178.17,15151.51
G000587,2019 HON. SYLVIA R. GARCIA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18178.17,15151.51
G000587,2019 HON. SYLVIA R. GARCIA,INTERN ALLOWANCES,OFFICE TOTALS:,18178.17,15151.51
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,58557.96,31932.46
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1048308.82,324797.24
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,122512.01,28979.11
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,120335.96,35037.83
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13678.17,4755.87
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43001.76,13633.78
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15529.04,2278.45
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2174.88,267
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1424098.6,441681.74
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1424098.6,441681.74
G000584,2019 HON. GREG GIANFORTE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15000,9660
G000584,2019 HON. GREG GIANFORTE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15000,9660
G000584,2019 HON. GREG GIANFORTE,INTERN ALLOWANCES,OFFICE TOTALS:,15000,9660
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51674.97,12978.64
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,955709.86,275222.25
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,59804.79,10879.55
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48836.06,12483.12
