BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
F000465,2019 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2433.81,2433.81
F000465,2019 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,609,609
F000465,2019 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265919.08,265919.08
F000465,2019 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265919.08,265919.08
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,488.9,488.9
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,149741.67,149741.67
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4247.93,4247.93
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10472.44,10472.44
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,355,355
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1010.29,1010.29
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1130.97,1130.97
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,177734.2,177734.2
F000467,2019 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,177734.2,177734.2
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22608,22608
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,186369.46,186369.46
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3081.56,3081.56
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20302.11,20302.11
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20037.02,20037.02
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1433.42,1433.42
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,950.58,950.58
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265069.15,265069.15
F000466,2019 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265069.15,265069.15
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,72.2,72.2
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,209812.48,209812.48
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11042.8,11042.8
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26178.61,26178.61
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,272.7,272.7
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13858.7,13858.7
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4047.41,4047.41
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,76.5,76.5
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265361.4,265361.4
F000459,"2019 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265361.4,265361.4
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-32,-32
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,140655.55,140655.55
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1709.33,1709.33
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20170.58,20170.58
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,519.35,519.35
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9865,9865
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5843.31,5843.31
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,533.49,533.49
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,179264.61,179264.61
F000468,2019 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,179264.61,179264.61
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-19.85,-19.85
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,263824.57,263824.57
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13329.71,13329.71
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26069.9,26069.9
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,469.5,469.5
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8825,8825
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9097.47,9097.47
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,655.8,655.8
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,322252.1,322252.1
F000461,2019 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,322252.1,322252.1
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2911.9,2911.9
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224963.9,224963.9
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6571.86,6571.86
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,5621.5,5621.5
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,764,764
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,60,60
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1832.59,1832.59
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1227,1227
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,243952.75,243952.75
F000449,2019 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,243952.75,243952.75
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2.53,2.53
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,195960.84,195960.84
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3851.44,3851.44
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22751.98,22751.98
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,209.85,209.85
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5708,5708
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,922.53,922.53
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,808.05,808.05
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,230215.22,230215.22
F000454,2019 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,230215.22,230215.22
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1426.63,1426.63
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,213073.3,213073.3
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7943.31,7943.31
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19701,19701
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,58.45,58.45
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11602,11602
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3126.99,3126.99
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3813.5,3813.5
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,260745.18,260745.18
F000450,2019 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,260745.18,260745.18
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8.38,8.38
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,274198.63,274198.63
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10498.65,10498.65
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15176.05,15176.05
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,674.83,674.83
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16496.05,16496.05
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12299.15,12299.15
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,331.5,331.5
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,329683.24,329683.24
F000462,2019 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,329683.24,329683.24
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,82.68,82.68
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,179452.75,179452.75
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2702.51,2702.51
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26780.64,26780.64
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,940.15,940.15
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9309.71,9309.71
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5164.83,5164.83
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1351.2,1351.2
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,225784.47,225784.47
F000455,2019 HON. MARCIA FUDGE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,225784.47,225784.47
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,179.35,179.35
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,201884.15,201884.15
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13927.45,13927.45
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16981.64,16981.64
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3528.98,3528.98
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10482,10482
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3088.59,3088.59
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,599.28,599.28
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,250671.44,250671.44
F000469,2019 HON. RUSS FULCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,250671.44,250671.44
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,74161.78,74161.78
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235551.13,235551.13
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5272.99,5272.99
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25947.31,25947.31
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33814.87,33814.87
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12880.74,12880.74
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1452.84,1452.84
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,240,240
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,389321.66,389321.66
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,389321.66,389321.66
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4742.83,4742.83
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,189993.33,189993.33
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20321.99,20321.99
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22388.68,22388.68
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4199.27,4199.27
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10347,10347
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13864.93,13864.93
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3215.2,3215.2
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,269073.23,269073.23
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,269073.23,269073.23
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1493.15,1493.15
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,215061.1,215061.1
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5482.91,5482.91
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12902.55,12902.55
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,267.65,267.65
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10856.25,10856.25
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8641.88,8641.88
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,254705.49,254705.49
G000579,2019 HON. MIKE GALLAGHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,254705.49,254705.49
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51.14,51.14
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241759.96,241759.96
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,770.4,770.4
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13258.32,13258.32
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,783.56,783.56
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8950.77,8950.77
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1333.43,1333.43
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,266907.58,266907.58
G000574,2019 HON. RUBEN GALLEGO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,266907.58,266907.58
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,49.83,49.83
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,206845.78,206845.78
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7078.88,7078.88
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4784.57,4784.57
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,144.95,144.95
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,400,400
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1725.89,1725.89
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2217.75,2217.75
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,223247.65,223247.65
G000559,2019 HON. JOHN GARAMENDI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,223247.65,223247.65
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1.86,1.86
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,215795.89,215795.89
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1093.8,1093.8
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10591.61,10591.61
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,499.3,499.3
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5111.94,5111.94
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3989.49,3989.49
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1144.61,1144.61
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,238228.5,238228.5
G000586,"2019 HON. JESUS G. ""CHUY"" GARCIA",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,238228.5,238228.5
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-10.65,-10.65
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,152490.56,152490.56
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2695.36,2695.36
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12650.68,12650.68
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,929.45,929.45
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5188.06,5188.06
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1257.97,1257.97
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,185488.43,185488.43
G000587,2019 HON. SYLVIA R. GARCIA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,185488.43,185488.43
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23029.8,23029.8
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217836.58,217836.58
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20215.52,20215.52
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29000.85,29000.85
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6746.69,6746.69
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10727.5,10727.5
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10883.26,10883.26
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,267,267
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,318707.2,318707.2
G000584,2019 HON. GREG GIANFORTE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,318707.2,318707.2
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2330.84,2330.84
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,209019.52,209019.52
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9143.57,9143.57
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,7159.47,7159.47
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,864.35,864.35
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8655,8655
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1946.38,1946.38
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1993,1993
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,241112.13,241112.13
G000563,2019 HON. BOB GIBBS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,241112.13,241112.13
G000552,2019 HON. LOUIE GOHMERT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,589.89,589.89
G000552,2019 HON. LOUIE GOHMERT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244105.76,244105.76
