BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
B001270,2019 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1755.97,1305.97
B001270,2019 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,619426.07,328967.5
B001270,2019 HON. KAREN BASS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,619426.07,328967.5
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1352.38,1347.36
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,488817.61,249902.73
D000628,2019 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46862.79,27603.78
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47590.65,24864.04
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5913.76,4251.44
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21074.61,10592.25
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17010.3,11393.64
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,545.67,244.17
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,589696.14,307161.91
B001281,2019 HON. JOYCE BEATTY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,589696.14,307161.91
B001281,2019 HON. JOYCE BEATTY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3760,3760
B001281,2019 HON. JOYCE BEATTY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3760,3760
B001281,2019 HON. JOYCE BEATTY,INTERN ALLOWANCES,OFFICE TOTALS:,3760,3760
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2246.06,2075.65
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,432546.24,225041.66
G000578,2019 HON. MATT GAETZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46212.76,25890.77
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53540.68,30673.3
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1018.5,680.95
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11010,5505
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3754.45,1137.47
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1676.04,838.02
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,519863.15,274303.41
B001287,2019 HON. AMI BERA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,519863.15,274303.41
B001287,2019 HON. AMI BERA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2930.63,2930.63
B001287,2019 HON. AMI BERA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2930.63,2930.63
B001287,2019 HON. AMI BERA,INTERN ALLOWANCES,OFFICE TOTALS:,2930.63,2930.63
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3572.98,2747.74
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,398592.28,199777.71
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45952.46,18186.26
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27333.82,14666.13
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16371.21,15651.56
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13510,7415
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12099.46,3454.99
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1932.74,987.38
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,510599.51,269178.56
B001301,2019 HON. JACK BERGMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,510599.51,269178.56
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1349.66,758.51
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,454985.99,229508.34
A000055,2019 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45275.34,31038.99
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55050.55,23975.56
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,849.72,388.62
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15973.7,8115
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2910.87,1900.3
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,498,249
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,533410.86,266030.17
B001292,2019 HON. DONALD S. BEYER  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,533410.86,266030.17
B001292,2019 HON. DONALD S. BEYER  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4050.13,4050.13
B001292,2019 HON. DONALD S. BEYER  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4050.13,4050.13
B001292,2019 HON. DONALD S. BEYER  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,4050.13,4050.13
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11453.85,11030.25
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,452041.61,230241.63
W000791,2019 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45031.87,20348.58
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52563.09,29112.97
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,36968.57,28704.71
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21060,10530
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9241.7,5321.72
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1700.77,1112.77
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,610467.77,334383.33
B001302,2019 HON. ANDY BIGGS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,610467.77,334383.33
B001302,2019 HON. ANDY BIGGS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3893.33,3893.33
B001302,2019 HON. ANDY BIGGS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3893.33,3893.33
B001302,2019 HON. ANDY BIGGS,INTERN ALLOWANCES,OFFICE TOTALS:,3893.33,3893.33
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20196.69,10863.04
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,471509.52,231655.69
C001051,2019 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44567.92,29402.99
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39434.69,20898.78
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13129.56,741.76
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21680,10800
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6539.94,5110.95
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2274.38,1216.19
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,607069.68,300924.17
B001257,2019 HON. GUS  M. BILIRAKIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,607069.68,300924.17
B001257,2019 HON. GUS  M. BILIRAKIS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,775,775
B001257,2019 HON. GUS  M. BILIRAKIS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,775,775
B001257,2019 HON. GUS  M. BILIRAKIS,INTERN ALLOWANCES,OFFICE TOTALS:,775,775
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-180.92,84.05
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,407974.99,209330.18
D000600,2019 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44336.89,23617.74
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20813.19,10820.22
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,550.7,276.05
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16880.22,15249.26
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1763.39,1083.94
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4000.29,519
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,477957.27,260082.5
B001250,2019 HON. ROB BISHOP,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,477957.27,260082.5
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,296.01,88.49
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,499683.62,255947.34
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,43772.77,26424.95
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,72255.77,46031.17
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3253.99,1274.29
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16259.79,8424.79
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5909.92,4512.95
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3525.59,1372.8
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,644192.37,352507.13
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,644192.37,352507.13
B000490,2019 HON. SANFORD D. BISHOP  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3750,3750
B000490,2019 HON. SANFORD D. BISHOP  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3750,3750
B000490,2019 HON. SANFORD D. BISHOP  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,3750,3750
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,923.81,709.01
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,524099.6,260815.12
B000490,2019 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,43007.68,34855.3
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38930.64,20397.51
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,739.56,410.21
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20663.1,8838.18
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2265.99,1795.77
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3188.94,2600.94
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,608495.95,305179.42
B000574,2019 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,608495.95,305179.42
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1546.31,1206.68
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,468272.87,232302.4
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42611.76,29149.68
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62643.5,33687.29
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1783.8,584.7
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13185,6905
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10373.78,2044.73
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6173.2,5453.2
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,572946.65,288658.52
R000360,2019 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,572946.65,288658.52
R000360,2019 HON. LISA BLUNT ROCHESTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11800,11800
R000360,2019 HON. LISA BLUNT ROCHESTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11800,11800
R000360,2019 HON. LISA BLUNT ROCHESTER,INTERN ALLOWANCES,OFFICE TOTALS:,11800,11800
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1603.87,1392.22
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,496459.55,250425.05
P000601,2019 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42379.92,21994.92
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47919.23,24708.82
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,306.14,226.24
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13067.68,11612.68
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1914.04,1187.8
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,686.2,248.2
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,579046.49,303353.14
B001278,2019 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,579046.49,303353.14
B001278,2019 HON. SUZANNE BONAMICI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5156,5156
B001278,2019 HON. SUZANNE BONAMICI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5156,5156
B001278,2019 HON. SUZANNE BONAMICI,INTERN ALLOWANCES,OFFICE TOTALS:,5156,5156
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31347.69,28398.57
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,399976.44,201823.64
T000484,2019 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,41680.32,28651.59
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55360.39,25921.19
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,42063.08,40404
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34773.99,22027.99
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26104.85,15558.49
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9982.88,1197
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,637660.23,358181.64
B001295,2019 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,637660.23,358181.64
B001295,2019 HON. MIKE BOST,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3833.33,3833.33
B001295,2019 HON. MIKE BOST,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3833.33,3833.33
B001295,2019 HON. MIKE BOST,INTERN ALLOWANCES,OFFICE TOTALS:,3833.33,3833.33
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13423.05,13121.97
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,450295.82,223243.04
H001053,2019 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40926.11,21189.72
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,64594.03,52303.34
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23768.42,20598.17
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32022.55,21492.55
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31128.68,10842.78
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,631443.51,355493.66
B001296,2019 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,631443.51,355493.66
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,490.79,182.37
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,433178.99,221608.37
G000576,2019 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40860.38,28702.18
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44055.1,24056.03
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,539.5,304.8
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23008.24,11915
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13732.21,6667.98
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3258.34,2589.34
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,540337.29,280409.63
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,540337.29,280409.63
B000755,2019 HON. KEVIN BRADY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4243.34,4243.34
B000755,2019 HON. KEVIN BRADY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4243.34,4243.34
B000755,2019 HON. KEVIN BRADY,INTERN ALLOWANCES,OFFICE TOTALS:,4243.34,4243.34
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2286.65,1827.19
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,408219.4,205336.1
T000193,2019 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40685.36,23729.96
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41200.71,24714
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2602.84,501.29
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20574,10287
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7203.89,5709.98
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5171.37,4247.7
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,502126.75,267241.25
B001308,2019 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,502126.75,267241.25
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,567.23,460.65
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,485022.89,248915.07
C001059,2019 HON. JIM COSTA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40483.57,25939.63
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45515.56,31461.36
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1933.7,1669.26
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10170,5285
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13016.2,3027.4
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,940,470
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,589418.34,308794.41
B001274,2019 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,589418.34,308794.41
B001274,2019 HON. MO BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9166.67,9166.67
B001274,2019 HON. MO BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9166.67,9166.67
B001274,2019 HON. MO BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,9166.67,9166.67
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1222.8,565.87
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,483048.69,245957.47
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,39294.35,22675.37
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33325.97,17940.3
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,796.45,346.75
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16733.38,11046.4
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23798.78,5839.47
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3181.3,1468
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,586430.57,300973.54
B001284,2019 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,586430.57,300973.54
B001284,2019 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3540,3540
B001284,2019 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3540,3540
B001284,2019 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,3540,3540
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1389.57,99.23
B001304,2019 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,452147.18,222119.42
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38874.94,22441.74
