BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
B000490,2020 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27113.56,27113.56
B000490,2020 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7635,7635
B000490,2020 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,885.24,885.24
B000490,2020 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2565.52,2565.52
B000490,2020 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272124.43,272124.43
B000490,2020 HON. SANFORD D. BISHOP  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272124.43,272124.43
B000490,2020 HON. SANFORD D. BISHOP  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3554.17,3554.17
B000490,2020 HON. SANFORD D. BISHOP  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3554.17,3554.17
B000490,2020 HON. SANFORD D. BISHOP  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,3554.17,3554.17
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53877.44,53877.44
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265439.83,265439.83
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4939.62,4939.62
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19975.31,19975.31
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,48205.3,48205.3
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12043.47,12043.47
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1052.83,1052.83
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588,588
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,406121.8,406121.8
B000574,2020 HON. EARL BLUMENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,406121.8,406121.8
B000574,2020 HON. EARL BLUMENAUER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2273.33,2273.33
B000574,2020 HON. EARL BLUMENAUER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2273.33,2273.33
B000574,2020 HON. EARL BLUMENAUER,INTERN ALLOWANCES,OFFICE TOTALS:,2273.33,2273.33
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,140.57,140.57
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244913.92,244913.92
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4748.9,4748.9
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3428.17,3428.17
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1450.4,1450.4
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2653.21,2653.21
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3330.5,3330.5
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,551.32,551.32
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261216.99,261216.99
R000360,2020 HON. LISA BLUNT ROCHESTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261216.99,261216.99
R000360,2020 HON. LISA BLUNT ROCHESTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4965.46,4965.46
R000360,2020 HON. LISA BLUNT ROCHESTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4965.46,4965.46
R000360,2020 HON. LISA BLUNT ROCHESTER,INTERN ALLOWANCES,OFFICE TOTALS:,4965.46,4965.46
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,226.29,226.29
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,257669.42,257669.42
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4521.29,4521.29
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4619.97,4619.97
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,423.25,423.25
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,301.05,301.05
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2188.1,2188.1
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,591,591
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,270540.37,270540.37
B001278,2020 HON. SUZANNE BONAMICI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,270540.37,270540.37
B001278,2020 HON. SUZANNE BONAMICI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7109.3,7109.3
B001278,2020 HON. SUZANNE BONAMICI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7109.3,7109.3
B001278,2020 HON. SUZANNE BONAMICI,INTERN ALLOWANCES,OFFICE TOTALS:,7109.3,7109.3
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,267.36,267.36
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,207655.56,207655.56
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7238.94,7238.94
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,8754.86,8754.86
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,59.95,59.95
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1420,1420
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2874.2,2874.2
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588,588
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,228858.87,228858.87
B001295,2020 HON. MIKE BOST,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,228858.87,228858.87
B001295,2020 HON. MIKE BOST,INTERN ALLOWANCES,PERSONNEL COMPENSATION,733.33,733.33
B001295,2020 HON. MIKE BOST,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,733.33,733.33
B001295,2020 HON. MIKE BOST,INTERN ALLOWANCES,OFFICE TOTALS:,733.33,733.33
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23540.86,23540.86
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,191530.53,191530.53
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11386.56,11386.56
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34499.78,34499.78
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,38566.95,38566.95
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12641.47,12641.47
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14173.75,14173.75
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,326339.9,326339.9
B001296,2020 HON. BRENDAN F. BOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,326339.9,326339.9
B001296,2020 HON. BRENDAN F. BOYLE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3003,3003
B001296,2020 HON. BRENDAN F. BOYLE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3003,3003
B001296,2020 HON. BRENDAN F. BOYLE,INTERN ALLOWANCES,OFFICE TOTALS:,3003,3003
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,453.39,453.39
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204672.18,204672.18
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10418.91,10418.91
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,5355.64,5355.64
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,39.95,39.95
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2167.15,2167.15
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2589.34,2589.34
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,225696.56,225696.56
B000755,2020 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,225696.56,225696.56
B000755,2020 HON. KEVIN BRADY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2033.34,2033.34
B000755,2020 HON. KEVIN BRADY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2033.34,2033.34
B000755,2020 HON. KEVIN BRADY,INTERN ALLOWANCES,OFFICE TOTALS:,2033.34,2033.34
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4922.67,4922.67
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246569.5,246569.5
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11097.65,11097.65
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4620.96,4620.96
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13789.42,13789.42
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2450.83,2450.83
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,923.67,923.67
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294661.7,294661.7
B001308,2020 HON. ANTHONY BRINDISI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294661.7,294661.7
B001308,2020 HON. ANTHONY BRINDISI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3708.7,3708.7
B001308,2020 HON. ANTHONY BRINDISI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3708.7,3708.7
B001308,2020 HON. ANTHONY BRINDISI,INTERN ALLOWANCES,OFFICE TOTALS:,3708.7,3708.7
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24.92,24.92
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246432.11,246432.11
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6455.15,6455.15
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3205.13,3205.13
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,158.4,158.4
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5685,5685
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1076.3,1076.3
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,470,470
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,263507.01,263507.01
B001274,2020 HON. MO BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,263507.01,263507.01
B001274,2020 HON. MO BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4333.33,4333.33
B001274,2020 HON. MO BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4333.33,4333.33
B001274,2020 HON. MO BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,4333.33,4333.33
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,269.86,269.86
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,250896.88,250896.88
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12437.29,12437.29
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,6438.22,6438.22
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,299.8,299.8
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6665,6665
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2614.56,2614.56
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1428,1428
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,281049.61,281049.61
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,281049.61,281049.61
B001284,2020 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6979.98,6979.98
B001284,2020 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6979.98,6979.98
B001284,2020 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,6979.98,6979.98
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,62672.53,62672.53
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231100,231100
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,270.78,270.78
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16311.01,16311.01
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,49188.1,49188.1
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8440,8440
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1681.42,1681.42
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,648,648
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,370311.84,370311.84
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,370311.84,370311.84
B001304,2020 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4933.33,4933.33
B001304,2020 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4933.33,4933.33
B001304,2020 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,OFFICE TOTALS:,4933.33,4933.33
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,59.81,59.81
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,216515.46,216515.46
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6488.49,6488.49
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16745.71,16745.71
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,125,125
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3290,3290
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3657.6,3657.6
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1062,1062
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,247944.07,247944.07
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,247944.07,247944.07
B001285,2020 HON. JULIA BROWNLEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3915,3915
B001285,2020 HON. JULIA BROWNLEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3915,3915
B001285,2020 HON. JULIA BROWNLEY,INTERN ALLOWANCES,OFFICE TOTALS:,3915,3915
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,35.9,35.9
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,239110.8,239110.8
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2655.61,2655.61
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15255.34,15255.34
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,191.95,191.95
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1730.28,1730.28
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2035.97,2035.97
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,480,480
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261495.85,261495.85
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261495.85,261495.85
B001260,2020 HON. VERN BUCHANAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3349.33,3349.33
B001260,2020 HON. VERN BUCHANAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3349.33,3349.33
B001260,2020 HON. VERN BUCHANAN,INTERN ALLOWANCES,OFFICE TOTALS:,3349.33,3349.33
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,54.62,54.62
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208541.07,208541.07
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14388.27,14388.27
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2887.84,2887.84
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,239.9,239.9
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2022.88,2022.88
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1378.34,1378.34
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,229512.92,229512.92
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,229512.92,229512.92
B001297,2020 HON. KEN BUCK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2000,2000
B001297,2020 HON. KEN BUCK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2000,2000
B001297,2020 HON. KEN BUCK,INTERN ALLOWANCES,OFFICE TOTALS:,2000,2000
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1247.93,1247.93
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,236423.66,236423.66
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8573.19,8573.19
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17819.05,17819.05
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,510.89,510.89
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2148,2148
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2092.01,2092.01
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1549.8,1549.8
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,270364.53,270364.53
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,270364.53,270364.53
B001275,2020 HON. LARRY BUCSHON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4750,4750
B001275,2020 HON. LARRY BUCSHON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4750,4750
B001275,2020 HON. LARRY BUCSHON,INTERN ALLOWANCES,OFFICE TOTALS:,4750,4750
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1277.36,1277.36
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,205403.34,205403.34
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6980.31,6980.31
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23505.93,23505.93
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,21992.49,21992.49
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,475,475
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2004.94,2004.94
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3038.09,3038.09
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,264677.46,264677.46
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,264677.46,264677.46
B001305,2020 HON. TED BUDD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3411.11,3411.11
B001305,2020 HON. TED BUDD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3411.11,3411.11
B001305,2020 HON. TED BUDD,INTERN ALLOWANCES,OFFICE TOTALS:,3411.11,3411.11
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1010.81,1010.81
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231219.76,231219.76
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5953.65,5953.65
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17855.38,17855.38
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13034.85,13034.85
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1482.36,1482.36
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2319.44,2319.44
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2125.23,2125.23
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275001.48,275001.48
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275001.48,275001.48
B001309,2020 HON. TIM BURCHETT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3080,3080
B001309,2020 HON. TIM BURCHETT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3080,3080
B001309,2020 HON. TIM BURCHETT,INTERN ALLOWANCES,OFFICE TOTALS:,3080,3080
