BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
D000610,2018 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1819.95,799.95
D000610,2018 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1037178.63,304055.28
D000610,2018 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1037178.63,304055.28
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,61671.27,23640.59
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,655058.33,215652.79
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47415.01,12900.27
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,112574.01,38239.75
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,34163.53,12561.28
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32999.77,11534.94
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10203.48,5287.7
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3379.09,722.45
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,957464.49,320539.77
D000600,2018 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,957464.49,320539.77
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1641.59,1113.69
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,695329.36,243783.9
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20715.49,8960.67
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,86975.72,30502.43
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6117.5,3886.9
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14740.2,5585.1
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5438.74,2314.86
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3505.37,1591.37
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,834463.97,297738.92
D000624,2018 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,834463.97,297738.92
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,41202.02,31416.11
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,684971.2,225397.78
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14610.14,3107.68
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,175,0
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,93450.54,32166.79
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25108.49,14734.99
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25208.47,9909.61
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9697.73,1436.14
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3671.92,1073.5
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,898095.51,319242.6
D000399,2018 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,898095.51,319242.6
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5481.01,1313.98
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,670958.67,223461.09
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23817.65,9325.29
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,83906.42,31227.62
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2529.66,1115.86
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33049.28,11320.4
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3929.14,1130.21
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7458.75,2073.75
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,831130.58,280968.2
D000625,2018 HON. DANIEL M. DONOVAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,831130.58,280968.2
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2906.11,1071.31
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,759623.75,261019.41
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13129.85,4306.86
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77040.58,26703.84
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1358.43,1192.53
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18089.22,5780
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16139.23,2322.59
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4285.53,1428.51
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,892572.7,303825.05
D000482,2018 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,892572.7,303825.05
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,76713.6,1774.21
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,667019.78,226621.9
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,62529.69,26679.1
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,61693.38,14926.17
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,61221.11,669.21
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25270.43,5833.17
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12270.17,1498.68
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5323.48,2191.48
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,972041.64,280193.92
D000614,2018 HON. SEAN P. DUFFY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,972041.64,280193.92
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1356.34,402.35
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,738930.31,260151.7
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47960.81,19827.05
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51050.44,23413.19
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,632.4,149.85
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15912.84,5882.84
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6488.28,2010.31
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2052.75,419.25
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,864384.17,312256.54
D000615,2018 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,864384.17,312256.54
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53089.78,51838.85
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,644899.31,229805.88
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28524.69,8918.13
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50775.16,18083.53
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,30694.22,29670.95
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37948.86,12058.44
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5504.52,1281.15
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1520.5,351
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,852957.04,352007.93
D000533,2018 HON. JOHN J. DUNCAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,852957.04,352007.93
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,60794.17,39667.58
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,614923.89,208063.89
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,61934.66,35244.11
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48843.82,12063.53
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,68697.02,51657.7
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23512.59,11417.59
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12122.2,2549.49
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5218.25,2805.53
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,896046.6,363469.42
D000628,2018 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,896046.6,363469.42
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,374.56,142.52
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,818024.45,282721.78
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21205.39,6221.4
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49454.5,16433.28
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,859.18,182.84
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34067,11322
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5348.55,1037.89
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1750.23,583.41
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,931083.86,318645.12
E000288,2018 HON. KEITH ELLISON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,931083.86,318645.12
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3258.46,587.16
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,600274.94,204583.32
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,52819.18,28014.68
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53719.17,19895.88
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1740.05,272.8
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17549.11,5819.96
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6015.75,2695.12
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3753.81,1274.01
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,739130.47,263142.93
E000294,2018 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,739130.47,263142.93
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31361.45,2854.93
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,596370.28,197241.66
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9771.12,3884.94
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91510.05,33526.7
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,36147.9,81.4
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20560,7710
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9695.03,8817.57
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1945.29,1277.49
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,797361.12,255394.69
E000179,2018 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,797361.12,255394.69
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4125.56,1328.07
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,765939.79,259290.2
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27189.42,3837.42
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,130425.61,46015.34
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,786.46,362.47
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19583.98,7080
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5494.39,2109.98
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5654.32,2343.4
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,959199.53,322366.88
E000215,2018 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,959199.53,322366.88
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7038.64,68.78
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,801325.69,273821.96
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19994.13,4777.99
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,117191.72,48920.27
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5906.35,1665.83
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34114.38,6075
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,41420.17,18741.69
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8763.62,3833.65
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1035754.7,357905.17
E000297,2018 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1035754.7,357905.17
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,64996.19,14652.75
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,630554.51,209572.14
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45712.17,15083.02
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69393.32,31064.84
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,122997.02,47511.79
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40598.6,13175
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6417.43,1451.91
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5390.66,3391.36
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,986059.9,335902.81
E000298,2018 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,986059.9,335902.81
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1999.72,725.01
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,818759.09,263377.51
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,39544.28,8725.87
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42848.4,15709.08
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2285.34,228.34
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35570.5,5580
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6289.94,1191.6
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3380.86,1148.62
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,950678.13,296686.03
E000293,2018 HON. ELIZABETH H. ESTY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,950678.13,296686.03
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1027.27,193.09
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,489244.58,153355.59
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22694,7099.62
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49339.84,17697.77
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4426.32,2477.28
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21352.99,7887
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4781.86,2220.33
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5332.52,1681.89
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,598199.38,192612.57
E000296,2018 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,598199.38,192612.57
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4083.96,43.76
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,394897.65,7677.78
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26161.62,3203.06
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56065.95,15636.26
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,327.15,0
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19890.26,328.69
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3955.59,1083.3
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3812.3,0
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,509194.48,27972.85
F000460,2018 HON. BLAKE FARENTHOLD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,509194.48,27972.85
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,72221.09,48848.51
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,704731.79,234933.28
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28096.51,9052.94
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,81708.05,36962.59
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,53905.28,33056.46
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16837.82,6127.82
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9832.79,3479.88
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5941.05,977.19
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,973274.38,373438.67
F000464,2018 HON. JOHN J. FASO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,973274.38,373438.67
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,45828.15,12400.14
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,689181.9,220786.11
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33322.01,9932.45
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,57530.3,20058.82
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,35829.11,10874.65
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17492.95,6767.95
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4337.19,1621.51
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6612.64,5394.64
F000465,2018 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,890134.25,287836.27
