BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
C001059,2018 HON. JIM COSTA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1288338.93,393096.91
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4625.36,168.42
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,893030.11,251182.36
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6768.58,1332.97
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76134.12,12923.71
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2545.87,603.9
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29203.6,10970
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7005.69,2839.89
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3800.96,882
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1023114.29,280903.25
C001106,2018 HON. RYAN A. COSTELLO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1023114.29,280903.25
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2959.7,526.44
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1026491.59,285549.27
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,36276.74,11089.55
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,120176.14,27454.38
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8178.14,250
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23992,5648
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,53908.14,41437.14
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3903,850.5
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1275885.45,372805.28
C001069,2018 HON. JOE COURTNEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1275885.45,372805.28
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,514.64,-92.84
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1045043.93,306421.32
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,91940.46,22069.26
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,105293.67,25000.82
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1955.38,275.65
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22485.82,6064.97
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15412.14,3561.71
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5583,1350.75
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1288229.04,364651.64
C001096,2018 HON. KEVIN CRAMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1288229.04,364651.64
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4223.25,1520.4
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1053823.23,333869.71
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,61106.17,15206.87
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,88787.82,24946.99
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2685.3,1344.62
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23667.59,6555
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17627.23,4010.85
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19284.91,498
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1271205.5,387952.44
C001087,"2018 HON. ERIC A. ""RICK"" CRAWFORD",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1271205.5,387952.44
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,91824.51,278.34
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,948587.72,304102.27
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47956.77,15862.49
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,79486.76,21665.4
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,85906.84,361.03
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24012.9,8133.4
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30706.29,23071.38
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8945.8,2052.04
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1317427.59,375526.35
C001111,2018 HON. CHARLIE CRIST,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1317427.59,375526.35
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,927.12,70.76
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1058087.37,290745.77
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30543.22,4572.64
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,135403.66,33303.07
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4375.4,272.7
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20783.05,5760
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11650.25,1633.07
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,548,411
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1262318.07,336769.01
C001038,2018 HON. JOSEPH CROWLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1262318.07,336769.01
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26374.22,14431.8
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,773000.34,240884.34
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,59324.22,10610.34
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,137123.13,34802.27
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,104657.05,6603.64
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42163.52,10890.95
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26848.44,6181.02
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6570.8,532.8
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1176061.72,324937.16
C001063,2018 HON. HENRY CUELLAR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1176061.72,324937.16
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,65823.21,3572.85
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,965665.99,274822.99
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32813.13,6158.02
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,121254.69,27538.1
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,52481.31,2739.39
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41728,10915
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12105.68,1739.78
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2748.98,661
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1294620.99,328147.13
C001048,2018 HON. JOHN ABNEY CULBERSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1294620.99,328147.13
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3262.1,832.12
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1052027.89,335796.58
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4660.43,1002.33
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,142690.88,36245.55
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4008.75,933.63
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40667,10005
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23036.34,3350.94
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4154.68,828
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1274508.07,388994.15
C000984,2018 HON. ELIJAH E. CUMMINGS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1274508.07,388994.15
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13978.29,5843.07
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1067434.59,308955.59
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,54918.43,21164.89
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,123012.7,27115.83
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5184.27,2324.81
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24670.29,5855
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12370.15,3502.59
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3268.23,-1125
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1304836.95,373636.78
C001107,2018 HON. CARLOS CURBELO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1304836.95,373636.78
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1533.36,465.65
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,979451.18,278415.1
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,100263.75,17884.33
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,68132.63,16818
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9625.81,1507.74
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,63217.33,10832.74
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15696.85,3262.25
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5153.21,2531.96
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1243074.12,331717.77
C001051,2018 HON. JOHN R. CURTIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1243074.12,331717.77
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32898.52,1906.78
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,932687.37,229296.96
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27155.81,5827
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,93311.77,21954.36
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,31563.95,515.59
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24575.08,5580
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31955.95,24262.41
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3142.28,276
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1177290.73,289619.1
D000626,2018 HON. WARREN DAVIDSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1177290.73,289619.1
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,74.02,-27.53
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1207926.36,388672.29
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18829.08,5161.38
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,74889.75,19802.04
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1229.96,867.95
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27605.52,13536.03
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16621.22,5879.62
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2796.95,297
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1349972.86,434188.78
D000096,2018 HON. DANNY K. DAVIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1349972.86,434188.78
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,71233.7,6626.01
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,953320.2,311631.08
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,64421.52,15123.15
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,82508.39,18333.54
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40675.39,1039.43
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20215.11,5413.82
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21485.05,6639.06
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3459.17,904.32
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1257318.53,365710.41
D000619,2018 HON. RODNEY DAVIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1257318.53,365710.41
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21456.34,326.05
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1053290.93,296266.02
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34779.46,5707.47
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,93215.83,20278.31
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15263.95,339.7
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,52609.03,18124.2
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27995.51,3987.98
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12461.43,4283.79
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1311072.48,349313.52
D000598,2018 HON. SUSAN A. DAVIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1311072.48,349313.52
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,43583.97,764.82
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1091754.01,336370.53
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50485.13,10918.38
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84019.3,20501.96
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,43999.52,185.1
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23455.88,6816.27
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30415.3,26274.69
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1699.18,51
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1369412.29,401882.75
D000191,2018 HON. PETER A. DEFAZIO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1369412.29,401882.75
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1175.02,119.08
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1136432.66,347211.1
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,43358.44,5936.04
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,94522.15,22051.63
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4684.09,3502.34
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21375.76,5580
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12864.67,3087.35
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3900,975
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1318312.79,388462.54
D000197,2018 HON. DIANA DEGETTE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1318312.79,388462.54
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1078.4,311.82
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1086484.84,376745.35
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9443.58,2131.35
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,98960.21,23220.68
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,824.66,105.7
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,77232.75,61977.75
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9378.61,1281.77
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1660.4,383.85
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1285063.45,466158.27
D000620,2018 HON. JOHN K. DELANEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1285063.45,466158.27
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1033.06,261.11
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1115988.21,314761.08
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34773.05,6773.19
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,85396.46,19682.45
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4318.18,254.28
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39014.12,9580
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9882.34,1095.41
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2621.73,667
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1293027.15,353074.52
D000216,2018 HON. ROSA L. DELAURO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1293027.15,353074.52
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1329.18,68.1
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,996153.02,309988.94
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,73682.52,22266.84
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,81960.92,17992.46
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13027.81,407.5
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21153.75,5505
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,44308.83,35926.1
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1231616.03,392154.94
D000617,2018 HON. SUZAN K. DELBENE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1231616.03,392154.94
D000627,2018 HON. VAL BUTLER DEMINGS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16622.55,82.45
D000627,2018 HON. VAL BUTLER DEMINGS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,867682.75,252350.95
D000627,2018 HON. VAL BUTLER DEMINGS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,52819.29,18284.2
